document_modified,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope
2020-08-14T23:10:45-05:00,maximumAgeUnits,http://zooarchnet.org/dwc/terms/,2017-11-30,2017-11-30,true,,,,Maximum Age Units,The units associated with the maximumAge.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,
2020-08-14T23:10:45-05:00,maximumChronometricAge,http://zooarchnet.org/dwc/terms/,2018-05-04,2018-11-13,true,http://zooarchnet.org/dwc/terms/maximumAge,,,Maximum Chronometric Age,"Upper limit for the age of a specimen as determined by a dating method. The expected unit for this field is years. This field, if populated, must have an associated maximumChronometricAgeReferenceSystem.",,`27`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricAge,,
2020-08-14T23:10:45-05:00,maximumChronometricAgeReferenceSystem,http://zooarchnet.org/dwc/terms/,2018-05-04,2018-11-13,true,http://zooarchnet.org/dwc/terms/maximumAgeReferenceSystem,,,Maximum Chronometric Age ReferenceSystem,The reference system associated with the maximumChronometricAge.,,"`kya`, `mya`, `BP`, `AD`, `BCE`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricAge,,
2020-08-14T23:10:45-05:00,minimumAge,http://zooarchnet.org/dwc/terms/,2017-11-30,2017-11-30,true,,,,Minimum Age,Lower limit for the age of a specimen as determined by a dating method.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,
2020-08-14T23:10:45-05:00,minimumAgeReferenceSystem,http://zooarchnet.org/dwc/terms/,2018-03-15,2018-03-15,true,http://zooarchnet.org/dwc/terms/minimumAgeUnits,,,Minimum Age Reference System,"The reference system associated with the minimumAge. For example, AD.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,
2020-08-14T23:10:45-05:00,minimumAgeUnits,http://zooarchnet.org/dwc/terms/,2017-11-30,2017-11-30,true,,,,Minimum Age Units,The units associated with the minimumAge.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,
2020-08-14T23:10:45-05:00,minimumChronometricAge,http://zooarchnet.org/dwc/terms/,2018-05-04,2018-11-13,true,http://zooarchnet.org/dwc/terms/minimumAge,,,Minimum Chronometric Age,"Lower limit for the age of a specimen as determined by a dating method. The expected unit for this field is years. This field, if populated, must have an associated maximumChronometricAgeReferenceSystem.",,`14`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricAge,,
2020-08-14T23:10:45-05:00,minimumChronometricAgeReferenceSystem,http://zooarchnet.org/dwc/terms/,2018-05-04,2018-11-13,true,http://zooarchnet.org/dwc/terms/minimumAgeReferenceSystem,,,Minimum Chronometric Age Reference System,The reference system associated with the minimumChronometricAge.,,"`kya`, `mya`, `BP`, `AD`, `BCE`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricAge,,
2020-08-14T23:10:45-05:00,reportedAge,http://zooarchnet.org/dwc/terms/,2018-01-19,2018-01-19,true,,,,Reported Age,"The unconverted output of a dating protocol. For example, the conventional radiocarbon age.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,
2020-08-14T23:10:45-05:00,reportedAgeConversionProtocol,http://zooarchnet.org/dwc/terms/,2018-01-19,2018-01-19,true,,,,Reported Age Conversion Protocol,"The method used for converting the reportedAge into a chronometric date, as captured in the maximumAge, maximumAgeUnits, minimumAge, and minimumAgeUnits fields. For example, calibration of conventional radiocarbon age.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,
2020-08-14T23:10:45-05:00,verbatimChronometricAge,http://zooarchnet.org/dwc/terms/,2018-05-04,2018-11-13,true,http://zooarchnet.org/dwc/terms/reportedAge,,,Verbatim Chronometric Age,"The verbatim age for a specimen, whether reported by a dating assay, associated references, or legacy information. For example, this could be the conventional radiocarbon age as given in an AMS dating report. This could also be simply what is reported as the age of a specimen in legacy collections data.",,`27 BC to 14 AD`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricAge,,
2020-08-14T23:10:45-05:00,verbatimChronometricAgeConversionProtocol,http://zooarchnet.org/dwc/terms/,2018-05-04,2018-11-08,true,http://zooarchnet.org/dwc/terms/reportedAgeConversionProtocol,,,Verbatim Chronometric Age Conversion Protocol,"The method used for converting the verbatimChronometricAge into a chronometric age in years, as captured in the maximumChronometricAge, maximumChronometricAgeReferenceSystem, minimumChronometricAge, and minimumChronometricAgeReferenceSystem fields. For example, calibration of conventional radiocarbon age or the currently accepted age range of a cultural or geological period.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricAge,,
