document,contributor_iri,contributor_literal,contributor_role,role_uri,affiliation,affiliation_uri
http://rs.tdwg.org/tapir/doc/specification/,https://orcid.org/0000-0002-4419-6960,Stanley Blum,author,http://www.wikidata.org/entity/Q482980,California Academy of Sciences,http://www.wikidata.org/entity/Q965731
http://rs.tdwg.org/tapir/doc/specification/,http://www.wikidata.org/entity/Q51883997,Perry Steven,author,http://www.wikidata.org/entity/Q482980,KU Natural History Museum,http://www.wikidata.org/entity/Q1111807
http://rs.tdwg.org/tapir/doc/specification/,http://www.wikidata.org/entity/Q51883977,Piers Higgs,review manager,http://www.wikidata.org/entity/Q2462658,,
http://rs.tdwg.org/tapir/doc/xmlschema/,https://orcid.org/0000-0002-7104-7266,Renato De Giovanni,lead author,http://www.wikidata.org/entity/Q482980,Centro de Referência em Informação Ambiental,http://www.wikidata.org/entity/Q29168927
http://rs.tdwg.org/tapir/doc/conceptaliases/,https://orcid.org/0000-0002-7104-7266,Renato De Giovanni,lead author,http://www.wikidata.org/entity/Q482980,Centro de Referência em Informação Ambiental,http://www.wikidata.org/entity/Q29168927
http://rs.tdwg.org/tapir/doc/guide/,http://www.wikidata.org/entity/Q51883987,Charles Copp,lead author,http://www.wikidata.org/entity/Q482980,Environmental Information Management ,
http://rs.tdwg.org/tapir/doc/guide/,https://orcid.org/0000-0002-7104-7266,Renato De Giovanni,lead author,http://www.wikidata.org/entity/Q482980,Centro de Referência em Informação Ambiental,http://www.wikidata.org/entity/Q29168927
http://rs.tdwg.org/tapir/doc/guide/,https://orcid.org/0000-0001-8900-6203,Lee Belbin,reviewer,http://www.wikidata.org/entity/Q51051312,TDWG Infrastructure Project,http://www.wikidata.org/entity/Q4914768
http://rs.tdwg.org/tapir/doc/guide/,https://orcid.org/0000-0001-7757-1889,Markus Döring,reviewer,http://www.wikidata.org/entity/Q51051312,Botanic Garden and Botanical Museum Berlin-Dahlem ,http://www.wikidata.org/entity/Q163255
http://rs.tdwg.org/tapir/doc/models/,https://orcid.org/0000-0002-7104-7266,Renato De Giovanni,lead author,http://www.wikidata.org/entity/Q482980,Centro de Referência em Informação Ambiental,http://www.wikidata.org/entity/Q29168927
http://rs.tdwg.org/abcd/doc/primer/,https://orcid.org/0000-0003-2231-6228,Neil Thomson,author,http://www.wikidata.org/entity/Q482980,"Natural History Museum, London",http://www.wikidata.org/entity/Q309388
http://rs.tdwg.org/abcd/doc/primer/,https://orcid.org/0000-0001-7757-1889,Markus Döring,author,http://www.wikidata.org/entity/Q482980,Botanic Garden and Botanical Museum Berlin-Dahlem ,http://www.wikidata.org/entity/Q163255
http://rs.tdwg.org/abcd/doc/primer/,https://orcid.org/0000-0002-7104-7266,Renato De Giovanni,author,http://www.wikidata.org/entity/Q482980,Centro de Referência em Informação Ambiental,http://www.wikidata.org/entity/Q29168927
http://rs.tdwg.org/abcd/doc/primer/,http://www.wikidata.org/entity/Q51883962,Javier de la Torre,author,http://www.wikidata.org/entity/Q482980,Botanic Garden and Botanical Museum Berlin-Dahlem ,http://www.wikidata.org/entity/Q163255
http://rs.tdwg.org/abcd/doc/primer/,https://orcid.org/0000-0001-9945-7606,Walter G. Berendsohn,author,http://www.wikidata.org/entity/Q482980,Botanic Garden and Botanical Museum Berlin-Dahlem ,http://www.wikidata.org/entity/Q163255
http://rs.tdwg.org/abcd/doc/primer/,https://orcid.org/0000-0002-3090-1761,Wouter Addink,author,http://www.wikidata.org/entity/Q482980,"Expertise Centre for Taxonomic Identification, Amsterdam ",http://www.wikidata.org/entity/Q51926832
http://rs.tdwg.org/abcd/doc/primer/,https://orcid.org/0000-0003-2863-2491,William Ulate,author,http://www.wikidata.org/entity/Q482980,"INBioparque, Santo Domingo de Heredia ",
http://rs.tdwg.org/abcd/doc/xmlschema/,https://orcid.org/0000-0001-9945-7606,Walter G. Berendsohn,lead author,http://www.wikidata.org/entity/Q482980,Botanic Garden and Botanical Museum Berlin-Dahlem ,http://www.wikidata.org/entity/Q163255
http://rs.tdwg.org/sdd/doc/introduction/,https://orcid.org/0000-0001-7023-7386,Gregor Hagedorn,author,http://www.wikidata.org/entity/Q482980,Julius Kühn Institute ,http://www.wikidata.org/entity/Q832099
http://rs.tdwg.org/sdd/doc/introduction/,https://orcid.org/0000-0002-6658-6636,Kevin R. Thiele,author,http://www.wikidata.org/entity/Q482980,Western Australian Herbarium ,http://www.wikidata.org/entity/Q7987522
http://rs.tdwg.org/sdd/doc/introduction/,https://orcid.org/0000-0002-6992-9446,Robert A. Morris,author,http://www.wikidata.org/entity/Q482980,"University of Massachusetts at Boston, USA",http://www.wikidata.org/entity/Q15144
http://rs.tdwg.org/sdd/doc/introduction/,https://orcid.org/0000-0002-4601-8180,P. Bryan Heidorn,author,http://www.wikidata.org/entity/Q482980,University of Illinois at Urbana-Champaign,http://www.wikidata.org/entity/Q457281
http://rs.tdwg.org/sdd/doc/xmlschema/,https://orcid.org/0000-0001-7023-7386,Gregor Hagedorn,author,http://www.wikidata.org/entity/Q482980,Julius Kühn Institute ,http://www.wikidata.org/entity/Q832099
http://rs.tdwg.org/sdd/doc/xmlschema/,https://orcid.org/0000-0002-6658-6636,Kevin R. Thiele,author,http://www.wikidata.org/entity/Q482980,Western Australian Herbarium ,http://www.wikidata.org/entity/Q7987522
http://rs.tdwg.org/sdd/doc/xmlschema/,https://orcid.org/0000-0002-6992-9446,Robert A. Morris,author,http://www.wikidata.org/entity/Q482980,"University of Massachusetts at Boston, USA",http://www.wikidata.org/entity/Q15144
http://rs.tdwg.org/tcs/doc/guide/,https://orcid.org/0000-0003-4581-1379,Roger Hyam,author,http://www.wikidata.org/entity/Q482980,TDWG Infrastructure Project,http://www.wikidata.org/entity/Q4914768
http://rs.tdwg.org/tcs/doc/guide/,https://orcid.org/0000-0002-0023-2595,Jessie Kennedy,editor,http://www.wikidata.org/entity/Q1607826,Napier University ,http://www.wikidata.org/entity/Q1277357
http://rs.tdwg.org/tcs/doc/xmlschema/,https://orcid.org/0000-0002-0023-2595,Jessie Kennedy,author,http://www.wikidata.org/entity/Q482980,Napier University ,http://www.wikidata.org/entity/Q1277357
http://rs.tdwg.org/tcs/doc/xmlschema/,https://orcid.org/0000-0003-4581-1379,Roger Hyam,author,http://www.wikidata.org/entity/Q482980,TDWG Infrastructure Project,http://www.wikidata.org/entity/Q4914768
http://rs.tdwg.org/delta/doc/definition/,http://viaf.org/viaf/48257155,Michael J. Dallwitz,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/delta/doc/definition/,http://viaf.org/viaf/276948380,Toni Anne Paine,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ncd/doc/guide/,https://orcid.org/0000-0003-2231-6228,Neil Thomson,author,http://www.wikidata.org/entity/Q482980,"Natural History Museum, London",http://www.wikidata.org/entity/Q309388
http://rs.tdwg.org/ncd/doc/guide/,https://orcid.org/0000-0003-4581-1379,Roger Hyam,author,http://www.wikidata.org/entity/Q482980,"Royal Botanic Garden, Edinburgh",http://www.wikidata.org/entity/Q1807521
http://rs.tdwg.org/ncd/doc/guide/,https://orcid.org/0000-0002-8339-728X,Constance Rinaldo,author,http://www.wikidata.org/entity/Q482980,Harvard University,http://www.wikidata.org/entity/Q13371
http://rs.tdwg.org/ncd/doc/guide/,https://orcid.org/0000-0001-9382-5594,Carol Roetzel Butler,author,http://www.wikidata.org/entity/Q482980,Smithsonian Institution,http://www.wikidata.org/entity/Q131626
http://rs.tdwg.org/ncd/doc/guide/,http://www.wikidata.org/entity/Q111976099,Doug Holland,author,http://www.wikidata.org/entity/Q482980,Missouri Botanical Garden,http://www.wikidata.org/entity/Q1852803
http://rs.tdwg.org/ncd/doc/guide/,http://viaf.org/viaf/236192,Barbara Mathé,author,http://www.wikidata.org/entity/Q482980,American Museum of Natural History,
http://rs.tdwg.org/ncd/doc/guide/,https://orcid.org/0000-0002-4737-745X,Günter Waibel,author,http://www.wikidata.org/entity/Q482980,"RLG Programs, OCLC",
http://rs.tdwg.org/ncd/doc/guide/,https://orcid.org/0000-0002-3090-1761,Wouter Addink,author,http://www.wikidata.org/entity/Q482980,Expertise Centre for Taxonomic Identification Bioinformatics,http://www.wikidata.org/entity/Q51926832
http://rs.tdwg.org/ncd/doc/guide/,http://viaf.org/viaf/278739412,Ruud Altenburg,author,http://www.wikidata.org/entity/Q482980,Expertise Centre for Taxonomic Identification,http://www.wikidata.org/entity/Q51926832
http://rs.tdwg.org/ncd/doc/specification/,https://orcid.org/0000-0003-2231-6228,Neil Thomson,author,http://www.wikidata.org/entity/Q482980,"Natural History Museum, London",http://www.wikidata.org/entity/Q309388
http://rs.tdwg.org/ncd/doc/specification/,https://orcid.org/0000-0003-4581-1379,Roger Hyam,author,http://www.wikidata.org/entity/Q482980,"Royal Botanic Garden, Edinburgh",http://www.wikidata.org/entity/Q1807521
http://rs.tdwg.org/ncd/doc/specification/,https://orcid.org/0000-0002-8339-728X,Constance Rinaldo,author,http://www.wikidata.org/entity/Q482980,Harvard University,http://www.wikidata.org/entity/Q13371
http://rs.tdwg.org/ncd/doc/specification/,https://orcid.org/0000-0001-9382-5594,Carol Roetzel Butler,author,http://www.wikidata.org/entity/Q482980,Smithsonian Institution,http://www.wikidata.org/entity/Q131626
http://rs.tdwg.org/ncd/doc/specification/,http://www.wikidata.org/entity/Q111976099,Doug Holland,author,http://www.wikidata.org/entity/Q482980,Missouri Botanical Garden,http://www.wikidata.org/entity/Q1852803
http://rs.tdwg.org/ncd/doc/specification/,http://viaf.org/viaf/236192,Barbara Mathé,author,http://www.wikidata.org/entity/Q482980,American Museum of Natural History,http://www.wikidata.org/entity/Q217717
http://rs.tdwg.org/ncd/doc/specification/,https://orcid.org/0000-0002-4737-745X,Günter Waibel,author,http://www.wikidata.org/entity/Q482980,"RLG Programs, OCLC",http://www.wikidata.org/entity/Q190593
http://rs.tdwg.org/ncd/doc/specification/,https://orcid.org/0000-0002-3090-1761,Wouter Addink,author,http://www.wikidata.org/entity/Q482980,Expertise Centre for Taxonomic Identification Bioinformatics,http://www.wikidata.org/entity/Q51926832
http://rs.tdwg.org/ncd/doc/specification/,http://viaf.org/viaf/278739412,Ruud Altenburg,author,http://www.wikidata.org/entity/Q482980,Expertise Centre for Taxonomic Identification,http://www.wikidata.org/entity/Q51926832
http://rs.tdwg.org/abcddna/doc/guide/,http://www.wikidata.org/entity/Q84993120,Gabriele Dröge,author,http://www.wikidata.org/entity/Q482980,Botanic Garden and Botanical Museum Berlin-Dahlem ,http://www.wikidata.org/entity/Q163255
http://rs.tdwg.org/abcddna/doc/guide/,http://viaf.org/viaf/77423299,Holger Zetzsche,author,http://www.wikidata.org/entity/Q482980,Botanic Garden and Botanical Museum Berlin-Dahlem ,http://www.wikidata.org/entity/Q163255
http://rs.tdwg.org/abcddna/doc/guide/,http://viaf.org/viaf/265750549,Birgit Gemeinholzer,author,http://www.wikidata.org/entity/Q482980,Botanic Garden and Botanical Museum Berlin-Dahlem ,http://www.wikidata.org/entity/Q163255
http://rs.tdwg.org/abcddna/doc/guide/,https://orcid.org/0000-0002-4325-4030,Anton Güntsch,author,http://www.wikidata.org/entity/Q482980,Botanic Garden and Botanical Museum Berlin-Dahlem ,http://www.wikidata.org/entity/Q163255
http://rs.tdwg.org/abcddna/doc/guide/,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/21e8d5c7-464f-41c3-9e9c-1ce09b0d4f1f,Wolf-Henning Kusber,author,http://www.wikidata.org/entity/Q482980,Botanic Garden and Botanical Museum Berlin-Dahlem ,http://www.wikidata.org/entity/Q163255
http://rs.tdwg.org/abcddna/doc/guide/,http://www.wikidata.org/entity/Q111976136,Patricia Kelbert,author,http://www.wikidata.org/entity/Q482980,Botanic Garden and Botanical Museum Berlin-Dahlem ,http://www.wikidata.org/entity/Q163255
http://rs.tdwg.org/abcddna/doc/guide/,http://www.wikidata.org/entity/Q110140814,Jörg Holetschek,author,http://www.wikidata.org/entity/Q482980,Botanic Garden and Botanical Museum Berlin-Dahlem ,http://www.wikidata.org/entity/Q163255
http://rs.tdwg.org/abcddna/doc/guide/,https://orcid.org/0000-0001-9945-7606,Walter G. Berendsohn,author,http://www.wikidata.org/entity/Q482980,Botanic Garden and Botanical Museum Berlin-Dahlem ,http://www.wikidata.org/entity/Q163255
http://rs.tdwg.org/abcddna/doc/xmlschema/,http://www.wikidata.org/entity/Q84993120,Gabriele Dröge,editor,http://www.wikidata.org/entity/Q1607826,Botanic Garden and Botanical Museum Berlin-Dahlem ,http://www.wikidata.org/entity/Q163255
http://rs.tdwg.org/hispid/doc/specification/,https://orcid.org/0000-0001-9832-3809,Barry J. Conn,editor,http://www.wikidata.org/entity/Q1607826,,
http://rs.tdwg.org/ebdc/doc/specification/,http://viaf.org/viaf/61185227,Frances E. M. Cook,author,http://www.wikidata.org/entity/Q482980,"Royal Botanic Gardens, Kew",http://www.wikidata.org/entity/Q18748726
http://rs.tdwg.org/poss/doc/specification/,http://viaf.org/viaf/17299201,Hugh Synge,author,http://www.wikidata.org/entity/Q482980,IUCN Conservation Monitoring Centre,http://www.wikidata.org/entity/Q30296226
http://rs.tdwg.org/pnbd/doc/specification/,http://viaf.org/viaf/44359106,Frank A Bisby ,author,http://www.wikidata.org/entity/Q482980,University of Southampton ,http://www.wikidata.org/entity/Q76473
http://rs.tdwg.org/apn/doc/data/,http://viaf.org/viaf/41921927,Richard K. Brummitt,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/apn/doc/data/,http://viaf.org/viaf/49306391,C. Emma Powell,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/wgsrpd/doc/data/,http://viaf.org/viaf/41921927,Richard K. Brummitt,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/wgsrpd/doc/data/,https://orcid.org/0000-0002-6321-9398,Francisco Pando,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/wgsrpd/doc/data/,http://viaf.org/viaf/26204975,Susan Hollis,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/wgsrpd/doc/data/,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/1f870a85-7a31-473e-ad76-fcce00469c83,Neil A. Brummitt,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/xdf/doc/article/,http://viaf.org/viaf/232871584,Richard J. White,author,http://www.wikidata.org/entity/Q482980,"Biology Department, The University, Southampton",https://www.wikidata.org/wiki/Q76473
http://rs.tdwg.org/xdf/doc/article/,http://viaf.org/viaf/64067143,Robert Allkin,author,http://www.wikidata.org/entity/Q482980,"Computing Section, Royal Botanic Gardens, Kew",https://www.wikidata.org/wiki/Q18748726
http://rs.tdwg.org/xdf/doc/specification/,http://viaf.org/viaf/64067143,Robert Allkin,author,http://www.wikidata.org/entity/Q482980,"Computing Section, Royal Botanic Gardens, Kew",https://www.wikidata.org/wiki/Q18748726
http://rs.tdwg.org/xdf/doc/specification/,http://viaf.org/viaf/232871584,Richard J. White,author,http://www.wikidata.org/entity/Q482980,"Biology Department, The University, Southampton",https://www.wikidata.org/wiki/Q76473
http://rs.tdwg.org/bphsup/doc/book/,http://viaf.org/viaf/41889168,Gavin D. R. Bridson,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/bphsup/doc/book/,http://viaf.org/viaf/76413207,Elizabeth R. Smith,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ih/doc/book/,http://viaf.org/viaf/5004494,Patricia K. Holmgren,editor,http://www.wikidata.org/entity/Q1607826,,
http://rs.tdwg.org/ih/doc/book/,http://viaf.org/viaf/69002167,Noel H. Holmgren,editor,http://www.wikidata.org/entity/Q1607826,,
http://rs.tdwg.org/ih/doc/book/,http://viaf.org/viaf/66539117,Lisa C. Barnett,editor,http://www.wikidata.org/entity/Q1607826,,
http://rs.tdwg.org/itfbgpr/doc/specification/,http://viaf.org/viaf/194025057,Diane Wyse Jackson,lead author,http://www.wikidata.org/entity/Q482980,Botanic Gardens Conservation International,http://www.wikidata.org/entity/Q1339511
http://rs.tdwg.org/itfbgpr/doc/specification/,http://viaf.org/viaf/194025057,Diane Wyse Jackson,editor,http://www.wikidata.org/entity/Q1607826,Botanic Gardens Conservation International,http://www.wikidata.org/entity/Q1339511
http://rs.tdwg.org/itfbgpr/doc/specification/,http://www.wikidata.org/entity/Q51885215,Christopher Hobson,editor,http://www.wikidata.org/entity/Q1607826,Botanic Gardens Conservation International,http://www.wikidata.org/entity/Q1339511
http://rs.tdwg.org/itfbgpr/doc/specification/,https://orcid.org/0000-0001-9832-3809,Barry Conn,editor,http://www.wikidata.org/entity/Q1607826,Botanic Gardens Conservation International,http://www.wikidata.org/entity/Q1339511
http://rs.tdwg.org/itfbgpr/doc/specification/,http://viaf.org/viaf/41424576,Richard Piacentini,editor,http://www.wikidata.org/entity/Q1607826,Botanic Gardens Conservation International,http://www.wikidata.org/entity/Q1339511
http://rs.tdwg.org/itfbgpr/doc/specification/,https://orcid.org/0000-0002-5705-8655,Steve Waldren,editor,http://www.wikidata.org/entity/Q1607826,Botanic Gardens Conservation International,http://www.wikidata.org/entity/Q1339511
http://rs.tdwg.org/itfbgpr/doc/specification/,http://www.wikidata.org/entity/Q51892660,Chris Ward,editor,http://www.wikidata.org/entity/Q1607826,Botanic Gardens Conservation International,http://www.wikidata.org/entity/Q1339511
http://rs.tdwg.org/itfbgpr/doc/specification/,https://orcid.org/0000-0002-2524-2773,Ken Bailey,author,http://www.wikidata.org/entity/Q482980,"Royal Botanic Garden, Kew",http://www.wikidata.org/entity/Q18748726
http://rs.tdwg.org/itfbgpr/doc/specification/,http://viaf.org/viaf/112328349,Peter Wyse Jackson,author,http://www.wikidata.org/entity/Q482980,Botanic Gardens Conservation International,http://www.wikidata.org/entity/Q1339511
http://rs.tdwg.org/itfbgpr/doc/specification/,https://orcid.org/0000-0002-4726-7373,Simon Thornton Wood,author,http://www.wikidata.org/entity/Q482980,Royal Horticultural Society,http://www.wikidata.org/entity/Q1032739
http://rs.tdwg.org/itfbgpr/doc/specification/,http://viaf.org/viaf/69104243,Kerry Walter,author,http://www.wikidata.org/entity/Q482980,"BG-BASE and Royal Botanic Garden, Edinburgh",http://www.wikidata.org/entity/Q1807521
http://rs.tdwg.org/frw/doc/book/,http://viaf.org/viaf/19771885,Armen Leonovich Takhtajan,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/frw/doc/book/,http://viaf.org/viaf/91310738,Theodore J. Crovello,translator,http://www.wikidata.org/entity/Q333634,,
http://rs.tdwg.org/frw/doc/book/,http://viaf.org/viaf/61620062,Arthur Cronquist,editor,http://www.wikidata.org/entity/Q1607826,,
http://rs.tdwg.org/bph/doc/book/,http://viaf.org/viaf/41889168,Gavin D. R. Bridson,author,http://www.wikidata.org/entity/Q482980,Hunt Institute,http://www.wikidata.org/entity/Q43555311
http://rs.tdwg.org/tl/doc/v1/,http://viaf.org/viaf/270400376,Frans A. Stafleu,lead author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/v2/,http://viaf.org/viaf/270400376,Frans A. Stafleu,lead author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/v3/,http://viaf.org/viaf/270400376,Frans A. Stafleu,lead author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/v4/,http://viaf.org/viaf/270400376,Frans A. Stafleu,lead author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/v5/,http://viaf.org/viaf/270400376,Frans A. Stafleu,lead author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/v6/,http://viaf.org/viaf/270400376,Frans A. Stafleu,lead author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/v7/,http://viaf.org/viaf/270400376,Frans A. Stafleu,lead author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/s1/,http://viaf.org/viaf/270400376,Frans A. Stafleu,lead author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/s2/,http://viaf.org/viaf/270400376,Frans A. Stafleu,lead author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/s3/,http://viaf.org/viaf/270400376,Frans A. Stafleu,lead author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/s4/,http://viaf.org/viaf/270400376,Frans A. Stafleu,lead author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/s5/,http://viaf.org/viaf/270400376,Frans A. Stafleu,lead author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/s6/,http://viaf.org/viaf/270400376,Frans A. Stafleu,lead author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/v1/,http://viaf.org/viaf/9863210,Richard S. Cowan,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/v2/,http://viaf.org/viaf/9863210,Richard S. Cowan,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/v3/,http://viaf.org/viaf/9863210,Richard S. Cowan,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/v4/,http://viaf.org/viaf/9863210,Richard S. Cowan,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/v5/,http://viaf.org/viaf/9863210,Richard S. Cowan,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/v6/,http://viaf.org/viaf/9863210,Richard S. Cowan,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/v7/,http://viaf.org/viaf/9863210,Richard S. Cowan,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/s7/,http://viaf.org/viaf/80432287,Laurence J. Dorr,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/s8/,http://viaf.org/viaf/80432287,Laurence J. Dorr,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/s1/,http://viaf.org/viaf/11457657,Erik A. Mennega,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/s2/,http://viaf.org/viaf/11457657,Erik A. Mennega,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/s3/,http://viaf.org/viaf/11457657,Erik A. Mennega,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/s4/,http://viaf.org/viaf/11457657,Erik A. Mennega,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/s5/,http://viaf.org/viaf/11457657,Erik A. Mennega,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/s6/,http://viaf.org/viaf/11457657,Erik A. Mennega,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/s7/,http://viaf.org/viaf/84746223,Dan H. Nicolson,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/tl/doc/s8/,http://viaf.org/viaf/84746223,Dan H. Nicolson,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/subtype/,https://orcid.org/0000-0003-4365-3135,Steven J Baskauf,lead author,http://www.wikidata.org/entity/Q482980,Vanderbilt University Heard Libraries,http://www.wikidata.org/entity/Q16849893
http://rs.tdwg.org/ac/doc/format/,https://orcid.org/0000-0003-4365-3135,Steven J Baskauf,lead author,http://www.wikidata.org/entity/Q482980,Vanderbilt University Heard Libraries,http://www.wikidata.org/entity/Q16849893
http://rs.tdwg.org/ac/doc/format/,https://orcid.org/0000-0003-0623-6682,Matthew Blissett,contributor,http://www.wikidata.org/entity/Q20204892,Global Biodiversity Information Facility,http://www.wikidata.org/entity/Q1531570
http://rs.tdwg.org/ac/doc/format/,http://www.wikidata.org/entity/Q100599637,Douglas Boyer,contributor,http://www.wikidata.org/entity/Q20204892,Duke University,http://www.wikidata.org/entity/Q168751
http://rs.tdwg.org/ac/doc/guide/,https://orcid.org/0000-0002-6992-9446,Robert A. Morris,lead author,http://www.wikidata.org/entity/Q482980,"University of Massachusetts at Boston, USA",http://www.wikidata.org/entity/Q15144
http://rs.tdwg.org/ac/doc/guide/,https://orcid.org/0000-0002-4852-2567,Vijay Barve,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/guide/,https://orcid.org/0000-0002-8234-0599,Mihail Carausu,author,http://www.wikidata.org/entity/Q482980,"Danish Biodiversity Information Facility (DanBIF), Copenhagen, Denmark",
http://rs.tdwg.org/ac/doc/guide/,https://orcid.org/0000-0002-3425-6499,Vishwas Chavan,author,http://www.wikidata.org/entity/Q482980,"Global Biodiversity Information Facility, Copenhagen, Denmark",http://www.wikidata.org/entity/Q1531570
http://rs.tdwg.org/ac/doc/guide/,http://www.wikidata.org/entity/Q51883873,José Cuadra,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/guide/,https://orcid.org/0000-0002-2541-5822,Chris Freeland,author,http://www.wikidata.org/entity/Q482980,"Missouri Botanical Garden, St. Louis, USA",http://www.wikidata.org/entity/Q1852803
http://rs.tdwg.org/ac/doc/guide/,https://orcid.org/0000-0001-7023-7386,Gregor Hagedorn,author,http://www.wikidata.org/entity/Q482980,"JKI, Federal Research Institute for Cultivated Plants, Berlin, Germany",http://www.wikidata.org/entity/Q832099
http://rs.tdwg.org/ac/doc/guide/,https://orcid.org/0000-0001-5172-8577,Patrick Leary,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/guide/,https://orcid.org/0000-0003-1593-1417,Dimitry Mozzherin,author,http://www.wikidata.org/entity/Q482980,"Encyclopedia of Life, Woods Hole, USA",http://www.wikidata.org/entity/Q82486
http://rs.tdwg.org/ac/doc/guide/,https://orcid.org/0000-0002-0772-0022,Annette Olson,author,http://www.wikidata.org/entity/Q482980,American Association for the Advancement of Science,http://www.wikidata.org/entity/Q40358
http://rs.tdwg.org/ac/doc/guide/,https://orcid.org/0000-0002-3850-9983,Greg Riccardi,author,http://www.wikidata.org/entity/Q482980,"Florida State University, Tallahassee, USA",http://www.wikidata.org/entity/Q861548
http://rs.tdwg.org/ac/doc/guide/,https://orcid.org/0000-0003-4176-2274,Ivan Teage,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/introduction/,https://orcid.org/0000-0002-6992-9446,Robert A. Morris,lead author,http://www.wikidata.org/entity/Q482980,"University of Massachusetts at Boston, USA",http://www.wikidata.org/entity/Q15144
http://rs.tdwg.org/ac/doc/introduction/,https://orcid.org/0000-0002-4852-2567,Vijay Barve,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/introduction/,https://orcid.org/0000-0002-8234-0599,Mihail Carausu,author,http://www.wikidata.org/entity/Q482980,"Danish Biodiversity Information Facility (DanBIF), Copenhagen, Denmark",
http://rs.tdwg.org/ac/doc/introduction/,https://orcid.org/0000-0002-3425-6499,Vishwas Chavan,author,http://www.wikidata.org/entity/Q482980,"Global Biodiversity Information Facility, Copenhagen, Denmark",http://www.wikidata.org/entity/Q1531570
http://rs.tdwg.org/ac/doc/introduction/,http://www.wikidata.org/entity/Q51883873,José Cuadra,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/introduction/,https://orcid.org/0000-0002-2541-5822,Chris Freeland,author,http://www.wikidata.org/entity/Q482980,"Missouri Botanical Garden, St. Louis, USA",
