document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope,term_localName
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/targetGrowthFormScope-2024-03-26,targetGrowthFormScope-2024-03-26,http://rs.tdwg.org/eco/iri/version/,2024-03-26,superseded,,,,Target Growth Form Scope (IRI),The growth form or habit of the dwc:Organisms targeted for sampling during the dwc:Event.,Recommended best practice is to use an IRI from a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,,,extension,targetGrowthFormScope
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/targetHabitatScope-2024-03-26,targetHabitatScope-2024-03-26,http://rs.tdwg.org/eco/iri/version/,2024-03-26,superseded,,,,Target Habitat Scope (IRI),The habitat targeted for sampling during the dwc:Event.,Recommended best practice is to use an IRI from a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,,,extension,targetHabitatScope
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/targetLifeStageScope-2024-03-26,targetLifeStageScope-2024-03-26,http://rs.tdwg.org/eco/iri/version/,2024-03-26,superseded,,,,Target Life Stage Scope (IRI),The age class or life stage of the dwc:Organisms targeted for sampling during the dwc:Event.,This term is defined based on dwciri:lifeStage (http://rs.tdwg.org/dwc/terms/iri/lifeStage). Recommended best practice is to use an IRI from the same controlled vocabulary as for dwciri:lifeStage. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,,,extension,targetLifeStageScope
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/targetTaxonomicScope-2024-03-26,targetTaxonomicScope-2024-03-26,http://rs.tdwg.org/eco/iri/version/,2024-03-26,superseded,,,,Target Taxonomic Scope (IRI),The taxonomic group targeted for sampling during the dwc:Event.,"The dwc:Event to which the ecoiri:targetTaxonomicScope refers could be at any level of hierarchy. In the case of a higher level (parent) dwc:Event, include all taxonomic groups surveyed in the child dwc:Events that contributed to the parent dwc:Event. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,,,extension,targetTaxonomicScope
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/taxonCompletenessProtocols-2024-03-26,taxonCompletenessProtocols-2024-03-26,http://rs.tdwg.org/eco/iri/version/,2024-03-26,superseded,,,,Taxon Completeness Protocols (IRI),"A method or protocol used to determine ecoiri:taxonCompletenessReported, denoted by an IRI.",This term allows users to determine how comprehensively an area has been sampled. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,,,extension,taxonCompletenessProtocols
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/taxonCompletenessReported-2024-03-26,taxonCompletenessReported-2024-03-26,http://rs.tdwg.org/eco/iri/version/,2024-03-26,superseded,,,,Taxon Completeness Reported (IRI),Statement about whether the taxonomic completeness of the dwc:Event was assessed.,"This term is meant to alert users that the inventory was conducted in such a way that all of the target taxa (the combination of ecoiri:targetTaxonomicScope and ecoiri:excludedTaxonomicScope) should have been detectable if they were present during the dwc:Event. This term can provide data users with a qualitative measure of how comprehensively an area has been surveyed, which assists in interpreting species populations, areas of occupancy, inferring species absences, etc. This term is only relevant if the dwc:Event used restricted search or open search methods. If taxonomic completeness was assessed, the methods used or an explanation of the basis of the completeness should covered by ecoiri:taxonCompletenessProtocols. Recommended best practice is to use an IRI from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/tcr/. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",`http://rs.tdwg.org/ecotcr/values/tcr01`; `http://rs.tdwg.org/ecotcr/values/tcr01`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,,,extension,taxonCompletenessReported
2024-03-26T14:27:47-05:00,http://rs.tdwg.org/eco/iri/version/totalAreaSampledUnit-2024-03-26,totalAreaSampledUnit-2024-03-26,http://rs.tdwg.org/eco/iri/version/,2024-03-26,recommended,,,,Total Area Sampled Unit (IRI),The units associated with eco:totalAreaSampledValue,"Recommended best practice is to use an IRI from a controlled vocabulary of SI units, derived units, or other non-SI units accepted for use within the SI.",,,not in ABCD,,,extension,totalAreaSampledUnit
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/samplingEffortProtocol-2025-06-12,samplingEffortProtocol-2025-06-12,http://rs.tdwg.org/eco/iri/version/,2025-06-12,superseded,http://rs.tdwg.org/eco/iri/version/samplingEffortProtocol-2024-03-26,,,Sampling Effort Protocol (IRI),"A method or protocol used to determine the sampling effort, denoted by an IRI.","This protocol should be associated with the values reported in eco:samplingEffortValue and eco:samplingEffortUnit. This is a specialization of eco:protocolDescriptions focused on effort, distinct from the survey method. The effort relates to the intensity of sampling and therefore can assist in interpreting estimates of completeness. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,,samplingEffortProtocol
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/absentTaxa-2025-07-10,absentTaxa-2025-07-10,http://rs.tdwg.org/eco/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/eco/iri/version/absentTaxa-2024-03-26,,,Absent Taxa (IRI),A taxon reported absent during the dwc:Event.,Absences can be reported at any taxonomic level. Terms in the ecoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,absentTaxa
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/compilationSourceTypes-2025-07-10,compilationSourceTypes-2025-07-10,http://rs.tdwg.org/eco/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/eco/iri/version/compilationSourceTypes-2024-03-26,,,Compilation Source Types (IRI),The type of data source contributing to the compilation reported.,This term is only relevant if the dwc:Event is a compilation in which one or more types of data sources were used. Terms in the ecoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,compilationSourceTypes
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/compilationTypes-2025-07-10,compilationTypes-2025-07-10,http://rs.tdwg.org/eco/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/eco/iri/version/compilationTypes-2024-03-26,,,Compilation Types (IRI),"A statement specifying whether data reported are derived from sampling events, ancillary data compiled from other sources, or a combination of both.",This term is only relevant if the dwc:Event is an inventory. Recommended best practice is to use an IRI from a controlled vocabulary. Terms in the ecoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,compilationTypes
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/excludedDegreeOfEstablishmentScope-2025-07-10,excludedDegreeOfEstablishmentScope-2025-07-10,http://rs.tdwg.org/eco/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/eco/iri/version/excludedDegreeOfEstablishmentScope-2024-03-26,,,Excluded Degree of Establishment Scope (IRI),The degree of establishment of the dwc:Organisms explicitly excluded from sampling during the dwc:Event.,"Recommended best practice is to use an IRI from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/doe/. For details, refer to https://doi.org/10.3897/biss.3.38084 . Terms in the ecoiri: namespace are intended to be used in RDF with non-literal objects.",`http://rs.tdwg.org/dwcem/values/e001`; `http://rs.tdwg.org/dwcem/values/e005`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,excludedDegreeOfEstablishmentScope
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/excludedGrowthFormScope-2025-07-10,excludedGrowthFormScope-2025-07-10,http://rs.tdwg.org/eco/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/eco/iri/version/excludedGrowthFormScope-2024-03-26,,,Excluded Growth Form Scope (IRI),The growth form or habit of the dwc:Organisms explicitly excluded from sampling during the dwc:Event.,Recommended best practice is to use an IRI from a controlled vocabulary. Terms in the ecoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,excludedGrowthFormScope
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/excludedHabitatScope-2025-07-10,excludedHabitatScope-2025-07-10,http://rs.tdwg.org/eco/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/eco/iri/version/excludedHabitatScope-2024-03-26,,,Excluded Habitat Scope (IRI),The habitat explicitly excluded from sampling during the dwc:Event.,Recommended best practice is to use an IRI from a controlled vocabulary. Terms in the ecoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,excludedHabitatScope
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/excludedLifeStageScope-2025-07-10,excludedLifeStageScope-2025-07-10,http://rs.tdwg.org/eco/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/eco/iri/version/excludedLifeStageScope-2024-03-26,,,Excluded Life Stage Scope (IRI),The age class or life stage of the dwc:Organisms explicitly excluded from sampling during the dwc:Event.,This term is defined based on dwciri:lifeStage (http://rs.tdwg.org/dwc/terms/iri/lifeStage). Recommended best practice is to use an IRI from the same controlled vocabulary as for dwciri:lifeStage. Terms in the ecoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,excludedLifeStageScope
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/excludedTaxonomicScope-2025-07-10,excludedTaxonomicScope-2025-07-10,http://rs.tdwg.org/eco/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/eco/iri/version/excludedTaxonomicScope-2024-03-26,,,Excluded Taxonomic Scope (IRI),The taxonomic group explicitly excluded from sampling during the dwc:Event.,"The dwc:Event to which the ecoiri:excludedTaxonomicScope refers could be at any level of hierarchy. In the case of a higher level (parent) dwc:Event, include all the taxonomic groups explicitly excluded from the child dwc:Events that contributed to the parent dwc:Event. Terms in the ecoiri: namespace are intended to be used in RDF with non-literal objects.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,excludedTaxonomicScope
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/inventoryTypes-2025-07-10,inventoryTypes-2025-07-10,http://rs.tdwg.org/eco/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/eco/iri/version/inventoryTypes-2024-03-26,,,Inventory Types (IRI),The type of search process used to conduct the inventory.,This term is only relevant if the dwc:Event represents an inventory. Recommended best practice is to use an IRI from a controlled vocabulary. Terms in the ecoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,inventoryTypes
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/materialSampleTypes-2025-07-10,materialSampleTypes-2025-07-10,http://rs.tdwg.org/eco/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/eco/iri/version/materialSampleTypes-2024-03-26,,,Material Sample Types (IRI),A material sample type collected during the dwc:Event.,Recommended best practice is to use an IRI from a controlled vocabulary. Terms in the ecoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,materialSampleTypes
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/nonTargetTaxa-2025-07-10,nonTargetTaxa-2025-07-10,http://rs.tdwg.org/eco/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/eco/iri/version/nonTargetTaxa-2024-03-26,,,Non-target Taxa (IRI),A taxon reported during the dwc:Event that is outside of the target taxonomic scope (the combination of ecoiri:targetTaxonomicScope and ecoiri:excludedTaxonomicScope).,This term is meant to allow a taxon that is considered outside of the taxonomic scope and yet was reported in the dataset to be shared. This term is relevant only if a target taxonomic scope is declared and eco:hasNonTargetTaxa is ‘true’. Taxonomic scope is based on the combination of ecoiri:targetTaxonomicScope and ecoiri:excludedTaxonomicScope. Non-target taxa (in some disciplines called “bycatch”) can be reported at any taxonomic level. Terms in the ecoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,nonTargetTaxa
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/protocolNames-2025-07-10,protocolNames-2025-07-10,http://rs.tdwg.org/eco/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/eco/iri/version/protocolNames-2024-03-26,,,Protocol Names (IRI),Categorical descriptive name for the methods used during the dwc:Event.,Recommended best practice is to use an IRI from a controlled vocabulary. Terms in the ecoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,protocolNames
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/samplingEffortProtocol-2025-07-10,samplingEffortProtocol-2025-07-10,http://rs.tdwg.org/eco/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/eco/iri/version/samplingEffortProtocol-2025-06-12,,,Sampling Effort Protocol (IRI),"A method or protocol used to determine the sampling effort, denoted by an IRI.","This protocol should be associated with the values reported in eco:samplingEffortValue and eco:samplingEffortUnit. This is a specialization of eco:protocolDescriptions focused on effort, distinct from the survey method. The effort relates to the intensity of sampling and therefore can assist in interpreting estimates of completeness. Terms in the ecoiri: namespace are intended to be used in RDF with non-literal objects.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,samplingEffortProtocol
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/samplingPerformedBy-2025-07-10,samplingPerformedBy-2025-07-10,http://rs.tdwg.org/eco/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/eco/iri/version/samplingPerformedBy-2024-03-26,,,Sampling Performed By (IRI),"A person, group, or organization responsible for recording the dwc:Event.","The sampling dwc:Event could be at any level of hierarchy. In the case of a higher level (parent) dwc:Event, include all the organizations or people involved in the child dwc:Events that contributed to the parent dwc:Event. Terms in the ecoiri: namespace are intended to be used in RDF with non-literal objects.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,samplingPerformedBy
2025-08-17T14:26:42-05:00,http://rs.tdwg.org/eco/iri/version/targetDegreeOfEstablishmentScope-2025-07-10,targetDegreeOfEstablishmentScope-2025-07-10,http://rs.tdwg.org/eco/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/eco/iri/version/targetDegreeOfEstablishmentScope-2024-03-26,,,Target Degree of Establishment Scope (IRI),The degree of establishment of the dwc:Organisms targeted for sampling during the dwc:Event.,"Recommended best practice is to use an IRI from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/doe/. For details, refer to https://doi.org/10.3897/biss.3.38084 . Terms in the ecoiri: namespace are intended to be used in RDF with non-literal objects.",`http://rs.tdwg.org/dwcem/values/e001`; `http://rs.tdwg.org/dwcem/values/e005`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,targetDegreeOfEstablishmentScope
