replacing_version,replaced_version,replaced_version_namespace
http://rs-test.tdwg.org/dwc/terms/version/coordinatePrecision-2009-04-24,http://digir.net/schema/conceptual/darwin/2003/1.0/version/CoordinatePrecision-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/geospatial/version/CoordinateUncertaintyInMeters-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/CoordinateUncertaintyInMeters-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Country-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Country-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/Country-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Country-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/County-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/County-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/County-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/County-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/DateLastModified-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DateLastModified-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/DateLastModified-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DateLastModified-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayCollected-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/EarliestDateCollected-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/LatestDateCollected-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/day-2009-04-24,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayIdentified-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayIdentified-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/curatorial/version/DateIdentified-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayIdentified-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/geospatial/version/DecimalLatitude-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DecimalLatitude-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/geospatial/version/DecimalLongitude-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DecimalLongitude-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Family-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Family-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/Family-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Family-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/curatorial/version/FieldNotes-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/FieldNotes-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/FieldNumber-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/FieldNumber-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/curatorial/version/FieldNumber-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/FieldNumber-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/curatorial/version/GenBankNumber-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/GenBankNum-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Genus-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Genus-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/Genus-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Genus-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/geospatial/version/GeoreferenceProtocol-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/GeorefMethod-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/HigherGeography-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/HigherGeography-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/HigherTaxon-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/HigherTaxon-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/geospatial/version/GeodeticDatum-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/HorizontalDatum-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/IdentificationQualifier-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IdentificationModifier-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/IdentifiedBy-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IdentifiedBy-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/curatorial/version/IdentifiedBy-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IdentifiedBy-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/IndividualCount-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IndividualCount-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/curatorial/version/IndividualCount-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IndividualCount-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/InstitutionCode-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/InstitutionCode-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/InstitutionCode-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/InstitutionCode-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/Island-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Island-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/IslandGroup-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IslandGroup-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/JulianDay-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/JulianDay-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/DayOfYear-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/JulianDay-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Kingdom-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Kingdom-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/Kingdom-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Kingdom-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/DecimalLatitude-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Latitude-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/geospatial/version/GeoreferenceRemarks-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/LatLongComments-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Locality-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Locality-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/Locality-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Locality-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/DecimalLongitude-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Longitude-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MaximumDepthInMeters-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MaximumDepth-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/MaximumDepthInMeters-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MaximumDepthInMeters-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MaximumElevationInMeters-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MaximumElevation-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/MaximumElevationInMeters-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MaximumElevationInMeters-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MinimumDepthInMeters-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MinimumDepth-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/MinimumDepthInMeters-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MinimumDepthInMeters-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MinimumElevationInMeters-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MinimumElevation-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/MinimumElevationInMeters-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MinimumElevationInMeters-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MonthCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MonthCollected-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/month-2009-04-24,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MonthCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/EarliestDateCollected-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MonthCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/LatestDateCollected-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MonthCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MonthIdentified-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MonthIdentified-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/curatorial/version/DateIdentified-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MonthIdentified-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Remarks-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Notes-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Order-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Order-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/Order-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Order-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/geospatial/version/VerbatimCoordinateSystem-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/OriginalCoordinateSystem-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/curatorial/version/OtherCatalogNumbers-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/OtherCatalogNumbers-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Phylum-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Phylum-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/Phylum-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Phylum-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/curatorial/version/Preparations-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Preparations-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Preparations-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/PreparationType-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/OtherCatalogNumbers-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/PreviousCatalogNumber-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/curatorial/version/RelatedCatalogedItems-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/RelatedCatalogedItems-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/RelatedCatalogedItems-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/RelatedCatalogItem-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/Remarks-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Remarks-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/ScientificName-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/ScientificName-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/ScientificName-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/ScientificName-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/ScientificNameAuthor-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/ScientificNameAuthor-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/AuthorYearOfScientificName-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/ScientificNameAuthor-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Sex-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Sex-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/Sex-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Sex-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Species-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Species-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/SpecificEpithet-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Species-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/StateProvince-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/StateProvince-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/StateProvince-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/StateProvince-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Subspecies-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Subspecies-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/InfraspecificEpithet-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Subspecies-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/TimeCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/TimeOfDay-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/TypeStatus-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/TypeStatus-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/curatorial/version/TypeStatus-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/TypeStatus-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/curatorial/version/VerbatimCollectingDate-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/VerbatimCollectingDate-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/curatorial/version/VerbatimDepth-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/VerbatimDepth-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/curatorial/version/VerbatimElevation-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/VerbatimElevation-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/geospatial/version/VerbatimLatitude-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/VerbatimLatitude-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/geospatial/version/VerbatimLongitude-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/VerbatimLongitude-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/YearCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/YearCollected-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/year-2009-04-24,http://digir.net/schema/conceptual/darwin/2003/1.0/version/YearCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/EarliestDateCollected-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/YearCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/dwcore/version/LatestDateCollected-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/YearCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://digir.net/schema/conceptual/darwin/2003/1.0/version/YearIdentified-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/YearIdentified-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/curatorial/version/DateIdentified-2007-04-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/YearIdentified-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/bed-2009-04-24,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/Bed-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/earliestAgeOrLowestStage-2009-04-24,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/EarliestAgeOrLowestStage-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/earliestEonOrLowestEonothem-2009-04-24,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/EarliestEonOrLowestEonothem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/earliestEpochOrLowestSeries-2009-04-24,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/EarliestEpochOrLowestSeries-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/
