term_localName,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope
coordinatePrecision,Coordinate Precision,A decimal representation of the precision of the coordinates given in the decimalLatitude and decimalLongitude.,,`0.00001` (normal GPS limit for decimal degrees). `0.000278` (nearest second). `0.01667` (nearest minute). `1.0` (nearest degree).,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLong/ISOAccuracy or DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLong/AccuracyStatement,http://purl.org/dc/terms/Location,,simple
coordinateUncertaintyInMeters,Coordinate Uncertainty In Meters,"The horizontal distance (in meters) from the given decimalLatitude and decimalLongitude describing the smallest circle containing the whole of the Location. Leave the value empty if the uncertainty is unknown, cannot be estimated, or is not applicable (because there are no coordinates). Zero is not a valid value for this term.",,`30` (reasonable lower limit of a GPS reading under good conditions if the actual precision was not recorded at the time). `71` (uncertainty for a UTM coordinate having 100 meter precision and a known spatial reference system).,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/CoordinateErrorDistanceInMeters,http://purl.org/dc/terms/Location,,simple
country,Country,The name of the country or major administrative unit in which the Location occurs.,Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,"`Denmark`, `Colombia`, `España`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Country/Name,http://purl.org/dc/terms/Location,,simple
countryCode,Country Code,The standard code for the country in which the Location occurs.,Recommended best practice is to use an ISO 3166-1-alpha-2 country code.,"`AR`, `SV`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Country/ISO3166Code,http://purl.org/dc/terms/Location,,simple
county,County,"The full, unabbreviated name of the next smaller administrative region than stateProvince (county, shire, department, etc.) in which the Location occurs.",Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,"`Missoula`, `Los Lagos`, `Mataró`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= County,http://purl.org/dc/terms/Location,,simple
dataGeneralizations,Data Generalizations,Actions taken to make the shared data less specific or complete than in its original form. Suggests that alternative data of higher quality may be available on request.,,`Coordinates generalized from original GPS coordinates to the nearest half degree grid cell`.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/,,simple
datasetID,Dataset ID,An identifier for the set of data. May be a global unique identifier or an identifier specific to a collection or institution.,,`b15d4952-7d20-46f1-8a3e-556a512b04c5`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/DataSetGUID,http://rs.tdwg.org/dwc/terms/,,simple
datasetName,Dataset Name,The name identifying the data set from which the record was derived.,,"`Grinnell Resurvey Mammals`, `Lacey Ctenomys Recaptures`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/SourceID,http://rs.tdwg.org/dwc/terms/,,simple
dateIdentified,Date Identified,The date on which the subject was identified as representing the Taxon.,Recommended best practice is to use a date that conforms to ISO 8601:2004(E).,`1963-03-08T14:07-0600` (8 Mar 1963 at 2:07pm in the time zone six hours earlier than UTC). `2009-02-20T08:40Z` (20 February 2009 8:40am UTC). `2018-08-29T15:19` (3:19pm local time on 29 August 2018). `1809-02-12` (some time during 12 February 1809). `1906-06` (some time in June 1906). `1971` (some time in the year 1971). `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time during the interval between 1 March 2007 1pm UTC and 11 May 2008 3:30pm UTC). `1900/1909` (some time during the interval between the beginning of the year 1900 and the end of the year 1909). `2007-11-13/15` (some time in the interval between 13 November 2007 and 15 November 2007).,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Identifications/Identification/Date/DateText,http://rs.tdwg.org/dwc/terms/Identification,,simple
day,Day,The integer day of the month on which the Event occurred.,,"`9`, `28`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin,http://rs.tdwg.org/dwc/terms/Event,,simple
decimalLatitude,Decimal Latitude,"The geographic latitude (in decimal degrees, using the spatial reference system given in geodeticDatum) of the geographic center of a Location. Positive values are north of the Equator, negative values are south of it. Legal values lie between -90 and 90, inclusive.",,`-41.0983423`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/LatitudeDecimal,http://purl.org/dc/terms/Location,,simple
decimalLongitude,Decimal Longitude,"The geographic longitude (in decimal degrees, using the spatial reference system given in geodeticDatum) of the geographic center of a Location. Positive values are east of the Greenwich Meridian, negative values are west of it. Legal values lie between -180 and 180, inclusive.",,`-121.1761111`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/LongitudeDecimal,http://purl.org/dc/terms/Location,,simple
disposition,Disposition,The current state of a specimen with respect to the collection identified in collectionCode or collectionID.,Recommended best practice is to use a controlled vocabulary.,"`in collection`, `missing`, `voucher elsewhere`, `duplicates elsewhere`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/SpecimenUnit/Disposition,http://rs.tdwg.org/dwc/terms/Occurrence,,simple
dynamicProperties,Dynamic Properties,"A list of additional measurements, facts, characteristics, or assertions about the record. Meant to provide a mechanism for structured content.",Recommended best practice is to use a key:value encoding schema for a data interchange format such as JSON.,"`{""heightInMeters"":1.5}`, `{""tragusLengthInMeters"":0.014, ""weightInGrams"":120}`, `{""natureOfID"":""expert identification"", ""identificationEvidence"":""cytochrome B sequence""}`, `{""relativeHumidity"":28, ""airTemperatureInCelsius"":22, ""sampleSizeInKilograms"":10}`, `{""aspectHeading"":277, ""slopeInDegrees"":6}`, `{""iucnStatus"":""vulnerable"", ""taxonDistribution"":""Neuquén, Argentina""}`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,simple
earliestAgeOrLowestStage,Earliest Age Or Lowest Stage,The full name of the earliest possible geochronologic age or lowest chronostratigraphic stage attributable to the stratigraphic horizon from which the cataloged item was collected.,,"`Atlantic`, `Boreal`, `Skullrockian`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
earliestEonOrLowestEonothem,Earliest Eon Or Lowest Eonothem,"The full name of the earliest possible geochronologic eon or lowest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the cataloged item was collected.",,"`Phanerozoic`, `Proterozoic`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
earliestEpochOrLowestSeries,Earliest Epoch Or Lowest Series,The full name of the earliest possible geochronologic epoch or lowest chronostratigraphic series attributable to the stratigraphic horizon from which the cataloged item was collected.,,"`Holocene`, `Pleistocene`, `Ibexian Series`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
earliestEraOrLowestErathem,Earliest Era Or Lowest Erathem,The full name of the earliest possible geochronologic era or lowest chronostratigraphic erathem attributable to the stratigraphic horizon from which the cataloged item was collected.,,"`Cenozoic`, `Mesozoic`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
earliestPeriodOrLowestSystem,Earliest Period Or Lowest System,The full name of the earliest possible geochronologic period or lowest chronostratigraphic system attributable to the stratigraphic horizon from which the cataloged item was collected.,,"`Neogene`, `Tertiary`, `Quaternary`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
endDayOfYear,End Day Of Year,"The latest ordinal day of the year on which the Event occurred (1 for January 1, 365 for December 31, except in a leap year, in which case it is 366).",,"`1` (1 January). `32` (1 February). `366` (31 December). `365` (30 December in a leap year, 31 December in a non-leap year).",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/DateTime/DayNumberEnd,http://rs.tdwg.org/dwc/terms/Event,,simple
establishmentMeans,Establishment Means,The process by which the biological individual(s) represented in the Occurrence became established at the location.,Recommended best practice is to use a controlled vocabulary.,"`native`, `introduced`, `naturalised`, `invasive`, `managed`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/EstablishmentMeans,http://rs.tdwg.org/dwc/terms/Occurrence,,simple
eventDate,Event Date,"The date-time or interval during which an Event occurred. For occurrences, this is the date-time when the event was recorded. Not suitable for a time in a geological context.",Recommended best practice is to use a date that conforms to ISO 8601:2004(E).,`1963-03-08T14:07-0600` (8 Mar 1963 at 2:07pm in the time zone six hours earlier than UTC). `2009-02-20T08:40Z` (20 February 2009 8:40am UTC). `2018-08-29T15:19` (3:19pm local time on 29 August 2018). `1809-02-12` (some time during 12 February 1809). `1906-06` (some time in June 1906). `1971` (some time in the year 1971). `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time during the interval between 1 March 2007 1pm UTC and 11 May 2008 3:30pm UTC). `1900/1909` (some time during the interval between the beginning of the year 1900 and the end of the year 1909). `2007-11-13/15` (some time in the interval between 13 November 2007 and 15 November 2007).,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin,http://rs.tdwg.org/dwc/terms/Event,,simple
eventID,Event ID,An identifier for the set of information associated with an Event (something that occurs at a place and time). May be a global unique identifier or an identifier specific to the data set.,,`INBO:VIS:Ev:00009375`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Code,http://rs.tdwg.org/dwc/terms/Event,,simple
eventRemarks,Event Remarks,Comments or notes about the Event.,,`After the recent rains the river is nearly at flood stage.`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Notes,http://rs.tdwg.org/dwc/terms/Event,,simple
eventTime,Event Time,The time or interval during which an Event occurred.,Recommended best practice is to use a time that conforms to ISO 8601:2004(E).,`14:07-0600` (2:07pm in the time zone six hours earlier than UTC). `08:40:21Z` (8:40:21am UTC). `13:00:00Z/15:30:00Z` (the interval between 1pm UTC and 3:30pm UTC).,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin and DataSets/DataSet/Units/Unit/Gathering/ISODateTimeEnd,http://rs.tdwg.org/dwc/terms/Event,,simple
family,Family,The full scientific name of the family in which the taxon is classified.,,"`Felidae`, `Monocleaceae`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia,http://rs.tdwg.org/dwc/terms/Taxon,,simple
fieldNotes,Field Notes,"One of a) an indicator of the existence of, b) a reference to (publication, URI), or c) the text of notes taken in the field about the Event.",,`Notes available in the Grinnell-Miller Library.`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/FieldNotes,http://rs.tdwg.org/dwc/terms/Event,,simple
fieldNumber,Field Number,An identifier given to the event in the field. Often serves as a link between field notes and the Event.,,`RV Sol 87-03-08`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Code,http://rs.tdwg.org/dwc/terms/Event,,simple
footprintSpatialFit,Footprint Spatial Fit,"The ratio of the area of the footprint (footprintWKT) to the area of the true (original, or most specific) spatial representation of the Location. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given footprint does not completely contain the original representation. The footprintSpatialFit is undefined (and should be left blank) if the original representation is a point and the given georeference is not that same point. If both the original and the given georeference are the same point, the footprintSpatialFit is 1.","Detailed explanations with graphical examples can be found in the Guide to Best Practices for Georeferencing, Chapman and Wieczorek, eds. 2006.","Detailed explanations with graphical examples can be found in the Guide to Best Practices for Georeferencing, Chapman and Wieczorek, eds. 2006.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/FootprintSpatialFit (ABCD v2.06b),http://purl.org/dc/terms/Location,,simple
footprintSRS,Footprint SRS,"A Well-Known Text (WKT) representation of the Spatial Reference System (SRS) for the footprintWKT of the Location. Do not use this term to describe the SRS of the decimalLatitude and decimalLongitude, even if it is the same as for the footprintWKT - use the geodeticDatum instead.",,"`GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]` (WKT for the standard WGS84 Spatial Reference System EPSG:4326).",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://purl.org/dc/terms/Location,,simple
footprintWKT,Footprint WKT,"A Well-Known Text (WKT) representation of the shape (footprint, geometry) that defines the Location. A Location may have both a point-radius representation (see decimalLatitude) and a footprint representation, and they may differ from each other.",,"`POLYGON ((10 20, 11 20, 11 21, 10 21, 10 20))` (the one-degree bounding box with opposite corners at longitude=10, latitude=20 and longitude=11, latitude=21)",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/FootprintWKT (ABCD v2.06b),http://purl.org/dc/terms/Location,,simple
formation,Formation,The full name of the lithostratigraphic formation from which the cataloged item was collected.,,"`Notch Peak Formation`, `House Limestone`, `Fillmore Formation`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
FossilSpecimen,Fossil Specimen,A preserved specimen that is a fossil.,,,http://www.w3.org/2000/01/rdf-schema#Class,RecordBasisEnum/FossileSpecimen,,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,
genus,Genus,The full scientific name of the genus in which the taxon is classified.,,"`Puma`, `Monoclea`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Viral/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/GenusOrMonomial},http://rs.tdwg.org/dwc/terms/Taxon,,simple
geodeticDatum,Geodetic Datum,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geographic coordinates given in decimalLatitude and decimalLongitude as based.","Recommended best practice is to use the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`.","`EPSG:4326`, `WGS84`, `NAD27`, `Campo Inchauspe`, `European 1950`, `Clarke 1866`, `unknown`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/SpatialDatum,http://purl.org/dc/terms/Location,,simple
GeologicalContext,Geological Context,"Geological information, such as stratigraphy, that qualifies a region or place.",,A lithostratigraphic layer.,http://www.w3.org/2000/01/rdf-schema#Class,DataSets/DataSet/Units/Unit/Gathering/Stratigraphy,,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,
geologicalContextID,Geological Context ID,"An identifier for the set of information associated with a GeologicalContext (the location within a geological context, such as stratigraphy). May be a global unique identifier or an identifier specific to the data set.",,`https://opencontext.org/subjects/e54377f7-4452-4315-b676-40679b10c4d9`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
georeferencedBy,Georeferenced By,"A list (concatenated and separated) of names of people, groups, or organizations who determined the georeference (spatial representation) for the Location.",Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`Brad Millen (ROM)`, `Kristina Yamamoto | Janet Fang`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://purl.org/dc/terms/Location,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,simple
georeferencedDate,Georeferenced Date,The date on which the Location was georeferenced.,Recommended best practice is to use a date that conforms to ISO 8601:2004(E).,`1963-03-08T14:07-0600` (8 Mar 1963 at 2:07pm in the time zone six hours earlier than UTC). `2009-02-20T08:40Z` (20 February 2009 8:40am UTC). `2018-08-29T15:19` (3:19pm local time on 29 August 2018). `1809-02-12` (some time during 12 February 1809). `1906-06` (some time in June 1906). `1971` (some time in the year 1971). `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time during the interval between 1 March 2007 1pm UTC and 11 May 2008 3:30pm UTC). `1900/1909` (some time during the interval between the beginning of the year 1900 and the end of the year 1909). `2007-11-13/15` (some time in the interval between 13 November 2007 and 15 November 2007).,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://purl.org/dc/terms/Location,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2011-10-16_9,simple
georeferenceProtocol,Georeference Protocol,"A description or reference to the methods used to determine the spatial footprint, coordinates, and uncertainties.",,"`Guide to Best Practices for Georeferencing. (Chapman and Wieczorek, eds. 2006). Global Biodiversity Information Facility.`, `MaNIS/HerpNet/ORNIS Georeferencing Guidelines`, `Georeferencing Quick Reference Guide`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinateMethod,http://purl.org/dc/terms/Location,,simple
georeferenceRemarks,Georeference Remarks,"Notes or comments about the spatial description determination, explaining assumptions made in addition or opposition to the those formalized in the method referred to in georeferenceProtocol.",,`Assumed distance by road (Hwy. 101)`.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/GeoreferenceRemarks,http://purl.org/dc/terms/Location,,simple
georeferenceSources,Georeference Sources,"A list (concatenated and separated) of maps, gazetteers, or other resources used to georeference the Location, described specifically enough to allow anyone in the future to use the same resources.",Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`https://www.geonames.org/`, `USGS 1:24000 Florence Montana Quad | Terrametrics 2008 on Google Earth`, `GeoLocate`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/GeoreferenceSources,http://purl.org/dc/terms/Location,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,simple
