document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope,term_localName
2025-08-17T14:15:34-05:00,http://rs.tdwg.org/chrono/iri/version/chronometricAgeProtocol-2025-06-12,chronometricAgeProtocol-2025-06-12,http://rs.tdwg.org/chrono/iri/version/,2025-06-12,superseded,http://rs.tdwg.org/chrono/iri/version/chronometricAgeProtocol-2021-01-26,,,Chronometric Age Protocol (IRI),A method used to determine the chrono:ChronometricAge.,Terms in the chronoiri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,chronometricAgeProtocol
2025-08-17T14:15:34-05:00,http://rs.tdwg.org/chrono/iri/version/chronometricAgeUncertaintyMethod-2025-06-12,chronometricAgeUncertaintyMethod-2025-06-12,http://rs.tdwg.org/chrono/iri/version/,2025-06-12,superseded,http://rs.tdwg.org/chrono/iri/version/chronometricAgeUncertaintyMethod-2021-01-26,,,Chronometric Age Uncertainty Method (IRI),The method used to generate the value of chrono:chronometricAgeUncertaintyInYears.,Terms in the chronoiri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,chronometricAgeUncertaintyMethod
2025-08-17T14:15:34-05:00,http://rs.tdwg.org/chrono/iri/version/earliestChronometricAgeReferenceSystem-2025-06-12,earliestChronometricAgeReferenceSystem-2025-06-12,http://rs.tdwg.org/chrono/iri/version/,2025-06-12,superseded,http://rs.tdwg.org/chrono/iri/version/earliestChronometricAgeReferenceSystem-2021-01-26,,,Earliest Chronometric Age Reference System (IRI),The reference system associated with the chrono:earliestChronometricAge.,Terms in the chronoiri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,earliestChronometricAgeReferenceSystem
2025-08-17T14:15:34-05:00,http://rs.tdwg.org/chrono/iri/version/latestChronometricAgeReferenceSystem-2025-06-12,latestChronometricAgeReferenceSystem-2025-06-12,http://rs.tdwg.org/chrono/iri/version/,2025-06-12,superseded,http://rs.tdwg.org/chrono/iri/version/latestChronometricAgeReferenceSystem-2021-01-26,,,Latest Chronometric Age Reference System (IRI),The reference system associated with the chrono:latestChronometricAge.,Terms in the chronoiri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,latestChronometricAgeReferenceSystem
2025-08-17T14:15:34-05:00,http://rs.tdwg.org/chrono/iri/version/materialDated-2025-06-12,materialDated-2025-06-12,http://rs.tdwg.org/chrono/iri/version/,2025-06-12,superseded,http://rs.tdwg.org/chrono/iri/version/materialDated-2021-01-26,,,Material Dated (IRI),The material on which the chrono:chronometricAgeProtocol was actually performed.,Terms in the chronoiri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,materialDated
2025-08-17T14:15:34-05:00,http://rs.tdwg.org/chrono/iri/version/chronometricAgeConversionProtocol-2025-07-10,chronometricAgeConversionProtocol-2025-07-10,http://rs.tdwg.org/chrono/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/chrono/iri/version/chronometricAgeConversionProtocol-2025-06-12,,,Chronometric Age Conversion Protocol (IRI),"The method used to convert the chrono:uncalibratedChronometricAge into a chronometric age in years, as captured in chrono:earliestChronometricAge, chrono:earliestChronometricAgeReferenceSystem, chrono:latestChronometricAge, and chrono:latestChronometricAgeReferenceSystem.",Terms in the chronoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,chronometricAgeConversionProtocol
2025-08-17T14:15:34-05:00,http://rs.tdwg.org/chrono/iri/version/chronometricAgeDeterminedBy-2025-07-10,chronometricAgeDeterminedBy-2025-07-10,http://rs.tdwg.org/chrono/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/chrono/iri/version/chronometricAgeDeterminedBy-2025-06-12,,,Chronometric Age Determined By (IRI),"A person, group, or organization that determined the chrono:ChronometricAge.",Terms in the chronoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,chronometricAgeDeterminedBy
2025-08-17T14:15:34-05:00,http://rs.tdwg.org/chrono/iri/version/chronometricAgeProtocol-2025-07-10,chronometricAgeProtocol-2025-07-10,http://rs.tdwg.org/chrono/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/chrono/iri/version/chronometricAgeProtocol-2025-06-12,,,Chronometric Age Protocol (IRI),A method used to determine the chrono:ChronometricAge.,Terms in the chronoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,chronometricAgeProtocol
2025-08-17T14:15:34-05:00,http://rs.tdwg.org/chrono/iri/version/chronometricAgeUncertaintyMethod-2025-07-10,chronometricAgeUncertaintyMethod-2025-07-10,http://rs.tdwg.org/chrono/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/chrono/iri/version/chronometricAgeUncertaintyMethod-2025-06-12,,,Chronometric Age Uncertainty Method (IRI),The method used to generate the value of chrono:chronometricAgeUncertaintyInYears.,Terms in the chronoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,chronometricAgeUncertaintyMethod
2025-08-17T14:15:34-05:00,http://rs.tdwg.org/chrono/iri/version/earliestChronometricAgeReferenceSystem-2025-07-10,earliestChronometricAgeReferenceSystem-2025-07-10,http://rs.tdwg.org/chrono/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/chrono/iri/version/earliestChronometricAgeReferenceSystem-2025-06-12,,,Earliest Chronometric Age Reference System (IRI),The reference system associated with the chrono:earliestChronometricAge.,Terms in the chronoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,earliestChronometricAgeReferenceSystem
2025-08-17T14:15:34-05:00,http://rs.tdwg.org/chrono/iri/version/latestChronometricAgeReferenceSystem-2025-07-10,latestChronometricAgeReferenceSystem-2025-07-10,http://rs.tdwg.org/chrono/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/chrono/iri/version/latestChronometricAgeReferenceSystem-2025-06-12,,,Latest Chronometric Age Reference System (IRI),The reference system associated with the chrono:latestChronometricAge.,Terms in the chronoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,latestChronometricAgeReferenceSystem
2025-08-17T14:15:34-05:00,http://rs.tdwg.org/chrono/iri/version/materialDated-2025-07-10,materialDated-2025-07-10,http://rs.tdwg.org/chrono/iri/version/,2025-07-10,recommended,http://rs.tdwg.org/chrono/iri/version/materialDated-2025-06-12,,,Material Dated (IRI),The material on which the chrono:chronometricAgeProtocol was actually performed.,Terms in the chronoiri: namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,materialDated
