termList,term
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/MonthCollected
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/MonthIdentified
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Notes
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Order
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Phylum
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/PreparationType
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/PreviousCatalogNumber
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/RelatedCatalogItem
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/RelationshipType
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/ScientificName
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/ScientificNameAuthor
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Sex
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Species
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/StateProvince
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/TimeOfDay
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/TypeStatus
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/YearCollected
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/YearIdentified
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/AgeClass
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/CatalogNumberNumeric
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/CatalogNumberText
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/CoordinateUncertaintyInMeters
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/DecimalLatitude
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/DecimalLongitude
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNotes
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/GenBankNum
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/GeorefMethod
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/HigherGeography
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/HigherTaxon
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/HorizontalDatum
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/IdentificationModifier
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Island
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/IslandGroup
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/LatLongComments
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumDepthInMeters
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumElevationInMeters
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumDepthInMeters
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumElevationInMeters
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/OriginalCoordinateSystem
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/OtherCatalogNumbers
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Preparations
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/RelatedCatalogedItems
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Remarks
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Subspecies
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/TimeCollected
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Tissues
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/VerbatimCollectingDate
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/VerbatimDepth
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/VerbatimElevation
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/VerbatimLatitude
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/VerbatimLongitude
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Bed
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestAgeOrLowestStage
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEonOrLowestEonothem
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEpochOrLowestSeries
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEraOrLowestErathem
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestPeriodOrLowestSystem
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Formation
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Group
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/HighestBiostratigraphicZone
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestAgeOrHighestStage
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEonOrHighestEonothem
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEpochOrHighestSeries
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEraOrHighestErathem
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestPeriodOrHighestSystem
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LithostratigraphicTerms
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LowestBiostratigraphicZone
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Member
http://rs-test.tdwg.org/dwc/obsolete/,http://gensc.org/ns/mixs/source_mat_id
