document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,rdfs_seeAlso,tdwgutility_usageScope,term_localName
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/occurrenceStatus-2023-06-28,occurrenceStatus-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/occurrenceStatus-2015-03-27,,,Occurrence Status (IRI),A statement about the presence or absence of a dwc:Taxon at a dcterms:Location.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,occurrenceStatus
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/pathway-2023-06-28,pathway-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/pathway-2021-03-29,,,Pathway (IRI),The process by which a dwc:Organism came to be in a given place at a given time.,"Recommended best practice is to use IRIs from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/pw/. For details, refer to https://doi.org/10.3897/biss.3.38084 . Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",`http://rs.tdwg.org/dwcpw/values/p002`; `http://rs.tdwg.org/dwcpw/values/p046`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,pathway
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/recordNumber-2023-06-28,recordNumber-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/recordNumber-2015-03-27,,,Record Number (IRI),"An identifier given to the dwc:Occurrence at the time it was recorded. Often serves as a link between field notes and a dwc:Occurrence record, such as a specimen collector's number.",The subject is a dwc:Occurrence and the object is a (possibly IRI-identified) resource that is the field notes.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,recordNumber
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/reproductiveCondition-2023-06-28,reproductiveCondition-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/reproductiveCondition-2015-03-27,,,Reproductive Condition (IRI),The reproductive condition of the biological individual(s) represented in the dwc:Occurrence.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,reproductiveCondition
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/sampleSizeUnit-2023-06-28,sampleSizeUnit-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/sampleSizeUnit-2015-03-27,,,Sampling Size Unit (IRI),"The unit of measurement of the size (time duration, length, area, or volume) of a sample in a sampling dwc:Event.","A dwciri:sampleSizeUnit must have a corresponding dwc:sampleSizeValue. Recommended best practice is to use a controlled vocabulary such as the Ontology of Units of Measure http://www.wurvoc.org/vocabularies/om-1.8/ of SI units, derived units, or other non-SI units accepted for use within the SI.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,sampleSizeUnit
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/samplingProtocol-2023-06-28,samplingProtocol-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/samplingProtocol-2021-07-15,,,Sampling Protocol (IRI),"The methods or protocols used during a dwc:Event, denoted by an IRI.","Recommended best practice is describe a dwc:Event with no more than one sampling protocol. In the case of a summary dwc:Event in which a specific protocol can not be attributed to specific dwc:Occurrences, the recommended best practice is to repeat the property for each IRI that denotes a different sampling protocol that applies to the dwc:Occurrence.",`https://doi.org/10.1111/j.1466-8238.2009.00467.x`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,samplingProtocol
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/sex-2023-06-28,sex-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/sex-2015-03-27,,,Sex (IRI),The sex of the biological individual(s) represented in the dwc:Occurrence.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,sex
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/verbatimCoordinateSystem-2023-06-28,verbatimCoordinateSystem-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/verbatimCoordinateSystem-2015-03-27,,,Verbatim Coordinate System (IRI),The spatial coordinate system for the dwc:verbatimLatitude and dwc:verbatimLongitude or the dwc:verbatimCoordinates of the dcterms:Location.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,verbatimCoordinateSystem
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/verbatimSRS-2023-06-28,verbatimSRS-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/verbatimSRS-2015-03-27,,,Verbatim SRS (IRI),"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which coordinates given in dwc:verbatimLatitude and dwc:verbatimLongitude, or dwc:verbatimCoordinates are based.","Recommended best practice is to use an IRI for the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary IRI for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary IRI for the name or code of the ellipsoid, if known.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,verbatimSRS
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/caste-2023-06-28,caste-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,,,,Caste (IRI),Categorisation of individuals for eusocial species (including some mammals and arthropods).,Recommended best practice is to use a controlled vocabulary that aligns best with the dwc:Taxon. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,caste
2023-09-15T17:37:28-05:00,http://rs.tdwg.org/dwc/iri/version/vitality-2023-06-28,vitality-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,superseded,,,,Vitality (IRI),An indication of whether a dwc:Organism was alive or dead at the time of collection or observation.,"Recommended best practice is to use a controlled vocabulary. Intended to be used with records having a dwc:basisOfRecord of `PreservedSpecimen`, `MaterialSample`, or `HumanObservation`. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,vitality
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/eventType-2023-06-28,eventType-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,,,,Event Type (IRI),The nature of the dwc:Event.,"Recommended best practice is to use a controlled vocabulary. Regardless of the dwc:eventType, the interval of the dwc:Event can be captured in dwc:eventDate. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,eventType
2023-09-15T17:37:28-05:00,http://rs.tdwg.org/dwc/iri/version/latestGeochronologicalEra-2023-09-13,latestGeochronologicalEra-2023-09-13,http://rs.tdwg.org/dwc/iri/version/,2023-09-13,recommended,http://rs.tdwg.org/dwc/iri/version/latestGeochronologicalEra-2015-03-27,,,Latest Geochronological Era,Use to link a dwc:GeologicalContext instance to chronostratigraphic time periods at the lowest possible level in a standardized hierarchy. Use this property to point to the latest possible geological time period from which the dwc:MaterialEntity was collected.,"Recommended best practice is to use an IRI from a controlled vocabulary. A ""convenience property"" that replaces Darwin Core literal-value terms related to geological context. See Section 2.7.6 of the Darwin Core RDF Guide for details.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,latestGeochronologicalEra
2023-09-15T17:37:28-05:00,http://rs.tdwg.org/dwc/iri/version/earliestGeochronologicalEra-2023-09-13,earliestGeochronologicalEra-2023-09-13,http://rs.tdwg.org/dwc/iri/version/,2023-09-13,recommended,http://rs.tdwg.org/dwc/iri/version/earliestGeochronologicalEra-2015-03-27,,,Earliest Geochronological Era,Use to link a dwc:GeologicalContext instance to chronostratigraphic time periods at the lowest possible level in a standardized hierarchy. Use this property to point to the earliest possible geological time period from which the dwc:MaterialEntity was collected.,"Recommended best practice is to use an IRI from a controlled vocabulary. A ""convenience property"" that replaces Darwin Core literal-value terms related to geological context. See Section 2.7.6 of the Darwin Core RDF Guide for details.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,earliestGeochronologicalEra
2023-09-15T17:37:28-05:00,http://rs.tdwg.org/dwc/iri/version/vitality-2023-09-13,vitality-2023-09-13,http://rs.tdwg.org/dwc/iri/version/,2023-09-13,recommended,http://rs.tdwg.org/dwc/iri/version/vitality-2023-06-28,,,Vitality (IRI),An indication of whether a dwc:Organism was alive or dead at the time of collection or observation.,"Recommended best practice is to use a controlled vocabulary. Intended to be used with records having a dwc:basisOfRecord of `PreservedSpecimen`, `MaterialEntity`, `MaterialSample`, or `HumanObservation`. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,vitality
