document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,rdfs_comment,dcterms_description,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,term_localName
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/MaterialSample-2014-10-23,MaterialSample-2014-10-23,http://rs-test.tdwg.org/dwc/terms/version/,2014-10-23,recommended,http://rs-test.tdwg.org/dwc/terms/version/MaterialSample-2013-03-28,http://rs-test.tdwg.org/dwc/dwctype/version/MaterialSample-2013-06-24,,Material Sample,"A physical results of a sampling (or subsampling) event. In biological collections, the material sample is typically collected, and either preserved or destructively processed.",Examples: A whole organism preserved in a collection. A part of an organism isolated for some purpose. A soil sample. A marine microbial sample.,http://www.w3.org/2000/01/rdf-schema#Class,DataSets/DataSet/Units/Unit,,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,MaterialSample
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/materialSampleID-2013-05-25,materialSampleID-2013-05-25,http://rs-test.tdwg.org/dwc/terms/version/,2013-05-25,recommended,http://gensc.org/ns/mixs/version/source_mat_id-2011-01-26,,,Material Sample ID,"An identifier for the MaterialSample (as opposed to a particular digital record of the material sample). In the absence of a persistent global unique identifier, construct one from a combination of identifiers in the record that will most closely make the materialSampleID globally unique.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/MaterialSample,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2013-10-09_13,materialSampleID
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/maximumDepthInMeters-2009-04-24,maximumDepthInMeters-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/dwcore/version/MaximumDepthInMeters-2007-04-17,,,Maximum Depth In Meters,"The greater depth of a range of depth below the local surface, in meters.","Example: ""200""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/UpperValue,http://purl.org/dc/terms/Location,,maximumDepthInMeters
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/maximumDistanceAboveSurfaceInMeters-2009-04-24,maximumDistanceAboveSurfaceInMeters-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,,,,Maximum Distance Above Surface In Meters,"The greater distance in a range of distance from a reference surface in the vertical direction, in meters. Use positive values for locations above the surface, negative values for locations below. If depth measures are given, the reference surface is the location given by the depth, otherwise the reference surface is the location given by the elevation.","Example: 1.5 meter sediment core from the bottom of a lake (at depth 20m) at 300m elevation; VerbatimElevation: ""300m"" MinimumElevationInMeters: ""300"", MaximumElevationInMeters: ""300"", VerbatimDepth: ""20m"", MinimumDepthInMeters: ""20"", MaximumDepthInMeters: ""20"", minimumDistanceAboveSurfaceInMeters: ""0"", maximumDistanceAboveSurfaceInMeters: ""-1.5""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/UpperValue,http://purl.org/dc/terms/Location,,maximumDistanceAboveSurfaceInMeters
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/maximumElevationInMeters-2009-04-24,maximumElevationInMeters-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/dwcore/version/MaximumElevationInMeters-2007-04-17,,,Maximum Elevation In Meters,"The upper limit of the range of elevation (altitude, usually above sea level), in meters.","Example: ""200""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/UpperValue,http://purl.org/dc/terms/Location,,maximumElevationInMeters
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/measurementAccuracy-2009-04-24,measurementAccuracy-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/terms/version/occurrenceMeasurementAccuracy-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/eventMeasurementAccuracy-2009-04-24,,Measurement Accuracy,The description of the potential error associated with the measurementValue.,"Examples: ""0.01"", ""normal distribution with variation of 2 m""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Accuracy or DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Aspect/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Accuracy,http://rs-test.tdwg.org/dwc/terms/MeasurementOrFact,,measurementAccuracy
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/measurementDeterminedBy-2009-04-24,measurementDeterminedBy-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,superseded,http://rs-test.tdwg.org/dwc/terms/version/eventMeasurementDeterminedBy-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/occurrenceMeasurementDeterminedBy-2009-04-24,,Measurement Determined By,"A list (concatenated and separated) of names of people, groups, or organizations who determined the value of the MeasurementOrFact.","Examples: ""Javier de la Torre"", ""Julie Woodruff; Eileen Lacey""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/MeasuredBy,http://rs-test.tdwg.org/dwc/terms/MeasurementOrFact,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,measurementDeterminedBy
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/measurementDeterminedBy-2014-10-23,measurementDeterminedBy-2014-10-23,http://rs-test.tdwg.org/dwc/terms/version/,2014-10-23,recommended,http://rs-test.tdwg.org/dwc/terms/version/measurementDeterminedBy-2009-04-24,,,Measurement Determined By,"A list (concatenated and separated) of names of people, groups, or organizations who determined the value of the MeasurementOrFact.","The recommended best practice is to separate the values with a vertical bar (' | '). Examples: ""Rob Guralnick"", ""Julie Woodruff | Eileen Lacey"".",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/MeasuredBy,http://rs-test.tdwg.org/dwc/terms/MeasurementOrFact,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,measurementDeterminedBy
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/measurementDeterminedDate-2009-04-24,measurementDeterminedDate-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/terms/version/occurrenceMeasurementDeterminedDate-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/eventMeasurementDeterminedDate-2009-04-24,,Measurement Determined Date,"The date on which the MeasurementOrFact was made. Recommended best practice is to use an encoding scheme, such as ISO 8601:2004(E).","Examples: ""1963-03-08T14:07-0600"" is 8 Mar 1963 2:07pm in the time zone six hours earlier than UTC, ""2009-02-20T08:40Z"" is 20 Feb 2009 8:40am UTC, ""1809-02-12"" is 12 Feb 1809, ""1906-06"" is Jun 1906, ""1971"" is just that year, ""2007-03-01T13:00:00Z/2008-05-11T15:30:00Z"" is the interval between 1 Mar 2007 1pm UTC and 11 May 2008 3:30pm UTC, ""2007-11-13/15"" is the interval between 13 Nov 2007 and 15 Nov 2007.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/MeasurementDateTime,http://rs-test.tdwg.org/dwc/terms/MeasurementOrFact,,measurementDeterminedDate
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/measurementID-2009-04-24,measurementID-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/terms/version/occurrenceMeasurementID-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/eventMeasurementID-2009-04-24,,Measurement ID,"An identifier for the MeasurementOrFact (information pertaining to measurements, facts, characteristics, or assertions). May be a global unique identifier or an identifier specific to the data set.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/MeasurementOrFact,,measurementID
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/measurementMethod-2009-04-24,measurementMethod-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,,,,Measurement Method,"A description of or reference to (publication, URI) the method or protocol used to determine the measurement, fact, characteristic, or assertion.","Examples: ""minimum convex polygon around burrow entrances"" for a home range area, ""barometric altimeter"" for an elevation",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Method or /DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/Method or /DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/Method,http://rs-test.tdwg.org/dwc/terms/MeasurementOrFact,,measurementMethod
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/MeasurementOrFact-2009-04-24,MeasurementOrFact-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,superseded,http://rs-test.tdwg.org/dwc/terms/version/EventMeasurement-2008-11-19,http://rs-test.tdwg.org/dwc/terms/version/OccurrenceMeasurement-2008-11-19,,Measurement Or Fact,"The category of information pertaining to measurements, facts, characteristics, or assertions about a resource (instance of data record, such as Occurrence, Taxon, Location, Event).",,http://www.w3.org/2000/01/rdf-schema#Class,Datasets/Dataset/Units/Unit/MeasurementsOrFacts or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts,,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,MeasurementOrFact
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/MeasurementOrFact-2014-10-23,MeasurementOrFact-2014-10-23,http://rs-test.tdwg.org/dwc/terms/version/,2014-10-23,recommended,http://rs-test.tdwg.org/dwc/terms/version/MeasurementOrFact-2009-04-24,,,Measurement or Fact,A measurement of or fact about an rdfs:Resource (http://www.w3.org/2000/01/rdf-schema#Resource).,"Resources can be thought of as identifiable records or instances of classes and may include, but need not be limited to Occurrences, Organisms, MaterialSamples, Events, Locations, GeologicalContexts, Identifications, or Taxa. Examples: The weight of an organism in grams. The number of placental scars.",http://www.w3.org/2000/01/rdf-schema#Class,Datasets/Dataset/Units/Unit/MeasurementsOrFacts or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts,,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,MeasurementOrFact
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/measurementRemarks-2009-04-24,measurementRemarks-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/terms/version/occurrenceMeasurementRemarks-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/eventMeasurementRemarks-2009-04-24,,Measurement Remarks,Comments or notes accompanying the MeasurementOrFact.,"Example: ""tip of tail missing""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/MeasurementOrFact,,measurementRemarks
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/measurementType-2009-04-24,measurementType-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/terms/version/occurrenceMeasurementType-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/eventMeasurementType-2009-04-24,,Measurement Type,"The nature of the measurement, fact, characteristic, or assertion. Recommended best practice is to use a controlled vocabulary.","Examples: ""tail length"", ""temperature"", ""trap line length"", ""survey area"", ""trap type""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Parameter or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Parameter,http://rs-test.tdwg.org/dwc/terms/MeasurementOrFact,,measurementType
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/measurementUnit-2009-04-24,measurementUnit-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/terms/version/occurrenceMeasurementUnit-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/eventMeasurementUnit-2009-04-24,,Measurement Unit,The units associated with the measurementValue. Recommended best practice is to use the International System of Units (SI).,"Examples: ""mm"", ""C"", ""km"", ""ha""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UnitOfMeasurement or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UnitOfMeasurement,http://rs-test.tdwg.org/dwc/terms/MeasurementOrFact,,measurementUnit
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/measurementValue-2009-04-24,measurementValue-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/terms/version/occurrenceMeasurementValue-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/eventMeasurementValue-2009-04-24,,Measurement Value,"The value of the measurement, fact, characteristic, or assertion.","Examples: ""45"", ""20"", ""1"", ""14.5"", ""UV-light""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/UpperValue,http://rs-test.tdwg.org/dwc/terms/MeasurementOrFact,,measurementValue
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/member-2009-04-24,member-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/Member-2005-07-03,,,Member,The full name of the lithostratigraphic member from which the cataloged item was collected.,"Examples: ""Lava Dam Member"", ""Hellnmaria Member""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/GeologicalContext,,member
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/minimumDepthInMeters-2009-04-24,minimumDepthInMeters-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/dwcore/version/MinimumDepthInMeters-2007-04-17,,,Minimum Depth In Meters,"The lesser depth of a range of depth below the local surface, in meters.","Example: ""100""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/LowerValue,http://purl.org/dc/terms/Location,,minimumDepthInMeters
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/minimumDistanceAboveSurfaceInMeters-2009-04-24,minimumDistanceAboveSurfaceInMeters-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,,,,Minimum Distance Above Surface In Meters,"The lesser distance in a range of distance from a reference surface in the vertical direction, in meters. Use positive values for locations above the surface, negative values for locations below. If depth measures are given, the reference surface is the location given by the depth, otherwise the reference surface is the location given by the elevation.","Example: 1.5 meter sediment core from the bottom of a lake (at depth 20m) at 300m elevation; VerbatimElevation: ""300m"" MinimumElevationInMeters: ""300"", MaximumElevationInMeters: ""300"", VerbatimDepth: ""20m"", MinimumDepthInMeters: ""20"", MaximumDepthInMeters: ""20"", minimumDistanceAboveSurfaceInMeters: ""0"", maximumDistanceAboveSurfaceInMeters: ""-1.5""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/LowerValue,http://purl.org/dc/terms/Location,,minimumDistanceAboveSurfaceInMeters
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/minimumElevationInMeters-2009-04-24,minimumElevationInMeters-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/dwcore/version/MinimumElevationInMeters-2007-04-17,,,Minimum Elevation In Meters,"The lower limit of the range of elevation (altitude, usually above sea level), in meters.","Example: ""100""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/LowerValue,http://purl.org/dc/terms/Location,,minimumElevationInMeters
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/month-2009-04-24,month-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MonthCollected-2003-06-17,,,Month,The ordinal month in which the Event occurred.,"Examples: ""1"" (=January), ""10"" (=October)",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin,http://rs-test.tdwg.org/dwc/terms/Event,,month
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/municipality-2009-08-24,municipality-2009-08-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-08-24,recommended,,,,Municipality,"The full, unabbreviated name of the next smaller administrative region than county (city, municipality, etc.) in which the Location occurs. Do not use this term for a nearby named place that does not contain the actual location.","Examples: ""Holzminden""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName,http://purl.org/dc/terms/Location,,municipality
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/nameAccordingTo-2009-09-21,nameAccordingTo-2009-09-21,http://rs-test.tdwg.org/dwc/terms/version/,2009-09-21,recommended,http://rs-test.tdwg.org/dwc/terms/version/taxonAccordingTo-2009-04-24,,,Name According To,"The reference to the source in which the specific taxon concept circumscription is defined or implied - traditionally signified by the Latin ""sensu"" or ""sec."" (from secundum, meaning ""according to""). For taxa that result from identifications, a reference to the keys, monographs, experts and other sources should be given.","Example: ""McCranie, J. R., D. B. Wake, and L. D. Wilson. 1996. The taxonomic status of Bolitoglossa schmidti, with comments on the biology of the Mesoamerican salamander Bolitoglossa dofleini (Caudata: Plethodontidae). Carib. J. Sci. 32:395-398."", ""Werner Greuter 2008"", ""Lilljeborg 1861, Upsala Univ. Arsskrift, Math. Naturvet., pp. 4, 5""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/Taxon,,nameAccordingTo
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/nameAccordingToID-2009-09-21,nameAccordingToID-2009-09-21,http://rs-test.tdwg.org/dwc/terms/version/,2009-09-21,recommended,,,,Name According To ID,An identifier for the source in which the specific taxon concept circumscription is defined or implied. See nameAccordingTo.,"Example: ""doi:10.1016/S0269-915X(97)80026-2""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/Taxon,,nameAccordingToID
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/namePublicationID-2009-05-18,namePublicationID-2009-05-18,http://rs-test.tdwg.org/dwc/terms/version/,2009-05-18,deprecated,,,,Name Publication ID,A resolvable globally unique identifier for the original publication of the scientificName.,"Example: ""http://hdl.handle.net/10199/7""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/Taxon,,namePublicationID
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/namePublishedIn-2009-04-24,namePublishedIn-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,superseded,,,,Name Published In,A full reference to the original publication of the scientificName.,"Examples: ""Pearson O. P., and M. I. Christie. 1985. Historia Natural, 5(37):388"", ""Forel, Auguste, Diagnosies provisoires de quelques espèces nouvelles de fourmis de Madagascar, récoltées par M. Grandidier., Annales de la Societe Entomologique de Belgique, Comptes-rendus des Seances 30, 1886""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/NomenclaturalReference/TitleCitation,http://rs-test.tdwg.org/dwc/terms/Taxon,,namePublishedIn
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/namePublishedIn-2009-09-21,namePublishedIn-2009-09-21,http://rs-test.tdwg.org/dwc/terms/version/,2009-09-21,recommended,http://rs-test.tdwg.org/dwc/terms/version/namePublishedIn-2009-04-24,,,Name Published In,A reference for the publication in which the scientificName was originally established under the rules of the associated nomenclaturalCode.,"Examples: ""Pearson O. P., and M. I. Christie. 1985. Historia Natural, 5(37):388"", ""Forel, Auguste, Diagnosies provisoires de quelques espèces nouvelles de fourmis de Madagascar, récoltées par M. Grandidier., Annales de la Societe Entomologique de Belgique, Comptes-rendus des Seances 30, 1886""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/NomenclaturalReference/TitleCitation,http://rs-test.tdwg.org/dwc/terms/Taxon,,namePublishedIn
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/namePublishedInID-2009-09-21,namePublishedInID-2009-09-21,http://rs-test.tdwg.org/dwc/terms/version/,2009-09-21,recommended,http://rs-test.tdwg.org/dwc/terms/version/namePublicationID-2009-05-18,,,Name Published In ID,An identifier for the publication in which the scientificName was originally established under the rules of the associated nomenclaturalCode.,"Example: ""http://hdl.handle.net/10199/7""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/Taxon,,namePublishedInID
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/namePublishedInYear-2011-10-16,namePublishedInYear-2011-10-16,http://rs-test.tdwg.org/dwc/terms/version/,2011-10-16,recommended,,,,Name Published In Year,The four-digit year in which the scientificName was published.,"Examples: ""1915"", ""2008""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/Taxon,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2011-10-16_8,namePublishedInYear
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/nomenclaturalCode-2009-04-24,nomenclaturalCode-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,superseded,http://rs-test.tdwg.org/dwc/dwcore/version/NomenclaturalCode-2007-04-17,,,Nomenclatural Code,The nomenclatural code under which the scientificName is constructed. Recommended best practice is to use a controlled vocabulary.,"Examples: ""ICBN"", ""ICZN"", ""BC"", ""ICNCP"", ""BioCode""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/Code,http://rs-test.tdwg.org/dwc/terms/Taxon,,nomenclaturalCode
