"identifier","context","text"
"d006:label","Label for casual (category C1) http://rs.tdwg.org/dwc/terms/d006",""
"d006:definition","Definition for casual (category C1) http://rs.tdwg.org/dwc/terms/d006","Jedinci přežívající mimo zajetí nebo kultivaci na lokalitě bez možnosti rozmnožování."
"d006:notes","Notes for casual (category C1) http://rs.tdwg.org/dwc/terms/d006","Do této kategorie mohou spadat stromy vysazené ve volné přírodě pro lesní hospodářství nebo okrasu. Viz také ""kategorie C1"" v Blackburn et al. 2011. https://doi.org/10.1016/j.tree.2011.03.023"
"d007:label","Label for reproducing (category C2) http://rs.tdwg.org/dwc/terms/d007",""
"d007:definition","Definition for reproducing (category C2) http://rs.tdwg.org/dwc/terms/d007","Jedinci přežívající mimo zajetí nebo pěstování na lokalitě. Dochází k rozmnožování, ale populace není soběstačná."
"d007:notes","Notes for reproducing (category C2) http://rs.tdwg.org/dwc/terms/d007","Vznikají potomci, kteří však buď nepřežijí, nebo nejsou dostatečně plodní, aby se populace udržela. Viz také ""kategorie C2"" v Blackburn et al. 2011. https://doi.org/10.1016/j.tree.2011.03.023"
"d008:label","Label for established (category C3) http://rs.tdwg.org/dwc/terms/d008",""
"d008:definition","Definition for established (category C3) http://rs.tdwg.org/dwc/terms/d008","Jedinci přežívající mimo zajetí nebo pěstování na lokalitě. Dochází k rozmnožování a populace je soběstačná."
"d008:notes","Notes for established (category C3) http://rs.tdwg.org/dwc/terms/d008","Populace se udržuje rozmnožováním, ale nešíří se. Viz také ""kategorie C3"" v Blackburn et al. 2011. https://doi.org/10.1016/j.tree.2011.03.023"
"d009:label","Label for colonising (category D1) http://rs.tdwg.org/dwc/terms/d009","kolonizující (kategorie D1)"
"d009:definition","Definition for colonising (category D1) http://rs.tdwg.org/dwc/terms/d009","Samostatně se udržující populace mimo zajetí nebo pěstování, s jedinci přežívajícími ve značné vzdálenosti od původního místa introdukce."
"d009:notes","Notes for colonising (category D1) http://rs.tdwg.org/dwc/terms/d009","Populace se udržuje rozmnožováním a šíří se. Viz také ""kategorie D1"" v Blackburn et al. 2011. https://doi.org/10.1016/j.tree.2011.03.023"
"d010:label","Label for invasive (category D2) http://rs.tdwg.org/dwc/terms/d010","invazívní (kategorie D2)"
"d010:definition","Definition for invasive (category D2) http://rs.tdwg.org/dwc/terms/d010","Samostatně se udržující populace mimo zajetí nebo kultivaci, s jedinci přežívajícími a rozmnožujícími se ve značné vzdálenosti od původního místa introdukce."
"d010:notes","Notes for invasive (category D2) http://rs.tdwg.org/dwc/terms/d010","Populace se udržuje rozmnožováním, šíří se a její potomci se také rozmnožují a šíří. Viz také ""kategorie D2"" v Blackburn et al. 2011. https://doi.org/10.1016/j.tree.2011.03.023"
"d011:label","Label for widespread invasive (category E) http://rs.tdwg.org/dwc/terms/d011","rozšířená invazivní (kategorie E)"
"d011:definition","Definition for widespread invasive (category E) http://rs.tdwg.org/dwc/terms/d011","Plně invazivní druh, jehož jedinci se šíří, přežívají a rozmnožují na více místech napříč spektrem stanovišť a zeměpisným rozsahem."
"d011:usage","Usage for widespread invasive (category E) http://rs.tdwg.org/dwc/terms/d011","Tento termín se používá pouze pro invazní druhy s nejvyšším stupněm invaze."
"d011:notes","Notes for widespread invasive (category E) http://rs.tdwg.org/dwc/terms/d011","Viz také „kategorie E“ v Blackburn et al. 2011. https://doi.org/10.1016/j.tree.2011.03.023"
